,Unnamed: 0,Name,Date,Content
5491,16786,mei猪lalala,2023年06月06日 00:17  来自 iQOO Neo5 生而为赢,自由 空气很奢侈现 对 来  新鲜 空气似乎更奢侈 甲醛超标  呆 又痛苦有麻木
5492,16787,数尾0,2023年06月05日 22:36  来自 荣耀20 PRO,公司有个小男生音乐天赋挺高 ，一开始他 和其他同事谈论乐器演奏，并且 用手机上 App进行 演示   静静 坐 旁边听  然后，他播放 自己唱 歌曲 当时    们三个人，他们俩一直 聊天，  静静 听 ，并没有加入 另 同事 一直夸赞这个小男生， 如果他 轻几岁， 把小男生
5493,16791,Downshiter,2023年06月05日 19:18  来自 荣耀X10 5G,下班 ，空气  安静 ，最近一段时间让 真正体会成 人  容易，为 生活这 上班 第十二个 头，工资没有太大变化，脾气开始有点暴躁，有时候 想每天这么焦虑到底图什么，自己   打工 ，出  门啥   ，什么这个检查那个审计这个风险那个疑点，什么tmd这个主任那个狗屁局长， 许
5494,16795,一直在减肥路上吃到撑,2023年06月05日 17:27  来自 K30S 至尊纪念版,论  领导门口有啥感受 答 因为领导  大男人空调口连 领导屋  开关中午睡觉冻死，平时来客人还死吵，还经常被烟熏死，有一次偶然看到领导 内白雾缭绕， 怀疑马上 得升仙儿   空气净化器有用吗，完全没用 嗓子好难受，鼻子好难受，这个喷嚏打
5495,16799,ddussh,2023年06月05日 16:48  来自 iPhone客户端,阴雨天，没有带伞，   坐 一天，机械 等待 .半 到来，拎包走人 空气中夹杂 泥土 气息，校门口挤满 人，心情 有些down，有对未来 迷茫， 有一些需 自圆其  谎言 最近开始喜欢尝试一些新事物 ，喜欢一切突如其来 小惊喜， 知 否 因为生活开始变得单一 起来，感觉自己 内心
5496,16801,金睿达__,2023年06月05日 15:41  来自 HUAWEI Mate 20,（转载） 怕压力 生癌  真正 绝症，医生能做 很有限 学医 最后三 ，  基因和组织学层面研究卵巢癌，越研究越觉得生死联系太紧密，甚至可以 ，挖到根儿上，生死本来 一件事儿 而且多数病 治疗 好 ，  靠自身免疫能力自己好  （西医基本 帮倒忙）眼看 跟踪三  卵巢癌病人，
5497,16802,82年绿色心情,2023年06月05日 15:35  来自 微博轻享版,空气实 太恶略 ，，感觉怎么 难受
5498,16803,三日月島-,2023年06月05日 15:11  来自 Mac客户端,公司男同事大部分 去工厂出差  觉得 空气 变得清新可人 世界平和だぜ
5499,16804,路过人间晒会太阳,2023年06月05日 15:07  来自 荣耀80 Pro 直屏版,旅游 时候吃 好睡 好，因为空气太干 每天  咳嗽，但丽江 景，雪山 蓝天白云，海拔四千多米 空气，永远能治愈旅途 劳累与内心 焦虑和 安  一直 相信去过哪个美丽 地方 可以治愈未来 一些焦虑，未来  未来 事，过去 早已过去 但 海拔  玉龙雪山，那一刻 确实身心畅通
5500,16805,小乐乐322,2023年06月05日 14:58  来自 iPhone客户端,有忙碌 周末， 有困到 行 周一大陆和香港 冰淇淋🍦上次带 吃 （面包），小鸭子争先恐后， 畏惧  这次带 包辣条，鸭子压根 亲近 晴朗 夏 无论多么炎热🥵，总归记忆  美好  爽口 冰淇淋和冰饮，燥热空气中 一阵阵凉风，  完 小话和听 完 歌（周末生
5501,16806,PoemGirl_,2023年06月05日 14:54  来自 微博轻享版,脑子 面天天跟有脑雾一样   空气能把人憋死
5502,16808,i果冻果冻,2023年06月05日 14:04  来自 微博网页版,想离职 几个理由   周六交接完之后，和 交接这人（老板 侄女）拿出一张表，上面有 家公司， 每个季度 处理  有十个   和    老女人（老板 外甥女），怨气冲天，怼天怼地怼空气，谁 骂，然后各种埋怨别人， 算 当时 场，但她们翻前几  账没找到，  会被捎带埋怨， 三
5503,16810,关关-u-,2023年06月05日 13:09  来自 微博轻享版,me in front of  到 午休时间 熄 灯 空气十分安静 接ta话 人  再回应ta但仍开口讲话以为没打扰到别人休息 同事
5504,16822,GSL43,2023年06月05日 03:33  来自 iPhone客户端,讨厌现  工作，但 内心无比眷恋轻松自由 生活， 喜欢散步但会避开繁华 地方， 会害怕 喜欢 那些光鲜亮丽 人，其实网上看看 行  喜欢夏 满 树荫 道路和略微潮湿 空气，其实上海 树荫 真 很喜欢，但 杭州湿度更大些哈哈现 觉得繁华洋气这些东西 星期出现两次 行 ，工作
5505,16823,小仙女的小白鞋,2023年06月05日 02:11  来自 荣耀30 5G,环保生活意义重大 平常出行时  直接步行或骑单车  家购买家电时首选节能型 上班时 爬楼梯到 ， 坐电梯 衣服少时  放洗衣机 洗，改用手洗 购物时会自己带购物袋 饭盒 水杯   用一次性，改用可循环使用那种 家中可多种一些绿植，绿色植物可以净化室内空气
5506,16827,微恋爱,2023年06月04日 20:30  来自 微博视频号,女生必须知道  件事 .如果 男人开始怠慢 ，请 离开他，  懂得疼惜  男人  为之 舍，更 必继续付出  柔情和爱情  .任何时候，  为 负心 男人伤心，女人更 懂得，伤心，最终伤  自己 心如果那个男人 无情 ， 更 伤 到她 心 所以，收拾悲伤，好好生活  .永远
5507,16828,流心奶黃蛋堡包,2023年06月04日 20:06  来自 iPhone客户端,削苹果 时候把自己刮流血抱只龟 时候  身上尿尿 导致  姐家换条睡裤 回来明明早睡早起还有运动 没吃香喝辣 天天喝花茶（红枣枸杞桑葚桂圆啥 ）  因为 空气 流通 一直关窗开空调 整个大烂脸 可真 太烦  好气 信女愿一生 入爱河换一张永 长痘 肌肤
5508,16833,可邻君,2023年06月03日 13:10  来自 微博网页版,最近 开空调 ，好热好热，可邻君  空调 常  断~所谓空调病，并  医学上 某一种疾病名称 人们通常把吹空调后出现 一些 适 症状及引起 相关疾病，统称为「空调病」， 有 叫「空调症候群」 「 良建筑物综合征」 那么，吹空调容易出现哪些病症呢？诱发或加重过
5509,16834,zisun小保安,2023年06月03日 12:05  来自 iPhone客户端,们有听 过专门为员工修建一间 w 咖啡屋吗？😍再升科技  毕业后第一份工作 地方   给大家介绍一下这家公司真  太棒  同事们 很 轻，热情好客，让 感觉很舒适😊  区域  重庆最美  之一 而且，这  食堂 包饭超级好吃，简直 像  高档餐厅  餐一样 这 上市
5510,16835,茅台900元真不算高,2023年06月03日 11:32  来自 HUAWEI Mate 40 Pro,后天上午(      ) 点  出席贵州茅台  股东大会现场会议报名 开始时间，有意报名者 提前做好准备，卡点拼手速 这次有 个名额限制，记得参会股东人数最多    ，有两千多人(设置分会场)，现 疫情封控解除 ，为啥还限制人数呢？按  鼓励更多 股东去茅台镇旅游消费才对
5511,16838,一只嘻两只喵,2023年06月03日 04:48  来自 iPhone,总觉得夜晚 偷来 时间， 可能 用部分 健康向神明交换来 偶得 安宁，因而喜欢用这些时间来做些只对自己有意义 事情 一直有想记录一下对 而言很有意义 两段经历 想法，其一已于今晚竣工，谈 上满意但毕竟完成  如果 写 还能勉强称为诗， 所希望  它首先履行 文字 本质——记录
5512,16839,水如天雅凝,2023年06月03日 00:13  来自 日常超话,山姆超市 常囤货 牛排🥩 薄切谷饲，用少许盐和胡椒粉 橄榄油腌制煎一下 很鲜美 培根🥓 早餐桌上 常客 台湾风味香肠 可颂🥐 手抓饼🫓 好搭档 贝果🥯 对半切开，抹上奶酪🧀️或果酱，赞👍 三文鱼🍣 买 冷冻 ，用平底锅煎或 用空气炸锅 非常好吃，再配些柠檬?
5513,16843,安康鱼哦,2023年06月02日 19:23  来自 iPhone客户端,空调吹 到  位置，空气湿度一高，浑身 黏黏腻腻 ，好烦躁
5514,16846,高射炮打的蚊子,2023年06月02日 16:30  来自 华为畅享20 SE,川西第一禅林，据   成 最为灵验 寺庙——昭觉寺，进山门第一印象  面积忒大，前前后后足有几十间禅房 寺 正 整体修缮，天王殿等部分殿堂未曾开放，砖瓦 木材随意堆放 ，显得比较杂乱，修缮完工才能一窥全貌 本地人进寺一般 求健康， 最近咽炎特别恼火， 空气又比较差，一上班 咳
5515,16848,还没想好叫卅,2023年06月02日 15:43  来自 iPhone客户端,坐   与老师大眼瞪小眼 空气中弥漫 尴尬😅
5516,16851,酒杯-,2023年06月02日 14:55  来自 荣耀50 5G,嘿嘿好开心现  买 水果饮料，从食堂带 晚饭 楼下一直被关  小狗终于放出来 ，蹦蹦跳跳  下午没课 去 ，明天开始连放六天高考假，终于可以好好休息  从 借到 闲置 烧水壶，接下来几天吃泡面或泡茶 方便点 带 走 东西  想买，省钱小能手 自己想通 房屋构造 很开心， 像
5517,16855,今天小丁同学进组了吗,2023年06月30日 18:33  来自 丁程鑫超话,丁程鑫  还有救吗    待 头蒙 但 让九点下班 头蒙到 觉得厕所  个 错 地方 一出 空气 清新
5518,16857,Ifiwereatree_,2023年06月30日 17:04  来自 Android,周五+主管外出，小小  充满 快活 空气
5519,16859,小远办公室快修,2023年06月30日 14:12  来自 微博网页版,装修设计，根据  空间和需求，综合考虑功能性 舒适性 实用性和美感，以创造 合适 工作环境  装修  繁琐 过程，以下用企捷修 案例介绍一下 设计和装修 几点注意事项  . 功能性  装修首先 考虑  功能性，根据  具体需求进行规划和布局，确定 同
5520,16861,夏威夷果自带开壳器版,2023年06月30日 12:51  来自 iPhone客户端,休息 三天回来吸入 空气感觉身体已产生强烈排异反应捏
5521,16863,舒_辰,2023年06月30日 11:24  来自 Xiaomi Civi,还 错，早上做饭没出汗，上午  只出 一次汗，许 因为空气干爽 缘故吧 珍惜入伏前 凉爽
5522,16865,蜡笔小丸子_Wsl,2023年06月30日 10:53  来自 iPhone 12 Pro Max,空调肌自救指南夏 护肤分 所谓空调肌即长时间待 空调房 导致出现各种皮肤问题空调肌状态&原因过滤网 结净～敏感过滤网和过滤器有灰尘易滋生细菌，灰尘和细菌会随 空气弥漫室内，导致皮肤敏感空气干燥～干燥，细纹开空调时会降低室内温度，长时间处于空调房内，会加速皮肤水份流失，使皮
5523,16867,-啵神降临-,2023年06月30日 09:22  来自 太子啵💚iPhone客户端,小 常 P  一开始这瓶风油精只  同事用来头疼缓解  现 因为公司搬  味道太大  拿来当空气清新剂 P  这盆绿箩前两天 蔫儿  眼看  挂  老总夫人下班前浇 很多水 第二天早上这盆绿萝居然支棱起来
5525,16870,极端猫权,2023年06月30日 00:54  来自 iPhone 13 Pro Max,现 想起来还 有点委屈，怎么会有人吃两个炸薯饼把自己吃进夜间急诊 没有叫救护车， 叫得 像个救护车 静谧 急诊大厅，因为  到来，变得像有孔乙己 鲁镇酒馆一样，充满 快活 空气 值班护士本来很关切焦急，听到  “胆结石发作”， 一副“ 知道  干 什么好事” 表情 做完检
5526,16872,金蚂蚁HB_ANA,2023年06月29日 22:51  来自 微博网页版, 运  . . 癸卯 戊午 己未干支一气 土来  最近真 火炎土燥  本来 卑湿之土 未土 开始变为粉末，干燥 一笔啦 甲乙木——纯纯 财星到  木宝宝事情多而繁杂，简直忙 停，类似  主任，所有 事情  木宝宝来决策  甲木宝宝还可以，天干五合
5527,16873,竹子是bamboo呀,2023年06月29日 21:52  来自 nova7你在焦点在,😭“   啦”“ 让让啦”🍀江宜 夏天因为有   和让让，空气  清新甜美 ，雨天小卖部 初见，  碰面，教室  互相辅导，放学并肩而行 背影  ❄️江宜 初雪每  来 刚刚好，像 掐 时间落 让让和   身上，他们一起看 一场又一场 初
5528,16874,廖呀i,2023年06月29日 21:36  来自 iPhone客户端,关于加班 一周七天总有五天 见 到太阳呼吸 到新鲜空气 时候并且睡 好像成为 习惯，两点一线 合并为宅司，本想   能穿比基尼，照这样干下去会变成驼背 胖子，每天好像能吞下一头牛h，但 还 爱   昆明·龙湖·天第
5529,16876,晔玚,2023年06月29日 19:05  来自 内存巨小的iPhone 13,有 人好像天生  为某些东西而生  高中 时候跟朋友约定好 一起学语言，三个人 汉语言两个英语，其中    学长，后来因为一些想 起来 原因已经 联系 ，最后只有 没有遵从约定，莫名其妙瞎搞 几  起初认识学英语 那个朋友 时候（姑且称她为Z），  觉得她跟别人 一样 Z家
5530,16877,MelodyXYL207,2023年06月29日 18:44  来自 荣耀X20 SE,空调间待 一天，此刻坐 湖边吹吹风，呼吸大自然 空气
5531,16878,maybeushou1dfall,2023年06月29日 18:36  来自 iPhone客户端,笑死    下班前  吃螺狮粉 猫猫 旁边用爪子刨空气做埋屎 动作哈
5532,16879,QXMyyqx,2023年06月29日 17:04  来自 OPPO Reno7 5G,最近 空气真  凝固 ，氛围好尴尬 起因 这样 主管和其中一位同事因为放歌问题有 矛盾，主管 她放 歌土（确实平时主管 话 太好听），同事生气 ，两个人谁  理谁 所以现 由 来当这个Dj，刚刚主管  放 歌隐约有点那位同事 趋势 （这  自己 歌单哈，有被内涵到
5533,16881,骗子滚去si,2023年06月29日 15:03  来自 OPPO Reno6 Pro 5G,为什么会有老师 管 顾其他人， 一直  抽烟 ，本来天 热，没开窗户，还一直抽，感觉整个空气中  烟气
5534,16884,snnnnnhjwyyyyst,2023年06月29日 13:28  来自 nova7你在焦点在,阳期对温度感知非常敏感，第一天发现 对  早上上车前 没问题，一上车吹到低温空调 开始狂打喷嚏，到 吹风扇 一直打喷嚏，那时候以为只 感冒想想节 出门 晚上回家测 下果然中招 ，后面几天一开风扇 打喷嚏即使 吹人只为 空气流通依然还会留鼻涕水，关  没事，所以这两天只能调高空
5535,16886,熊本口袋_,2023年06月29日 12:25  来自 iPhone客户端,这 人类能适应 气温吗 又热又闷 感觉空气  流动  从 走到厕所人  化掉
5536,16891,狗b骗子去s啊,2023年06月29日 10:22  来自 iPhone客户端,空气 面 喷 安眠药吗请问，怎么那么可以每次只 踏进这个空间 开始困得 死
5537,16892,__Ino,2023年06月29日 09:50  来自 微博轻享版,第三天还 坚持化妆p 昨天买 廉价小西装立刻穿上 p 连轴开会十点半饿死溜出来吃早餐p / 中午蹭 一半白食外加自己带 P 笑死怎么有种国企作风发 一大包厕纸p 饭盒袋子上被印 自己名字  有点可爱（于  给背面又加 个更 nerdy  规章p 空气质量爆表   钻出车窗外啦p 午饭吃
5538,16894,唯唯唯叽,2023年06月29日 09:21  来自 iPhone客户端,脑残公司，急吼吼搬新 地点，让员工吸甲醛 算 ，空调还他妈坏 ，这几天 度 ，热出点事来还上锤子班
5539,16897,撒娇百利甜,2023年06月29日 03:10  来自 iPhone,最近开始怀念   夏天，怀念动 动被封控  只能吃难吃速食作为午饭 夏天，怀念跟碗碗   群 每天骂天骂地骂空气 夏天，怀念下班后被迫参加培训 算迟到   去会议室 半路上跑到吸烟亭往嘴 塞满阿 点 寿司再匆匆赶路 夏天，怀念和她们吃完晚饭 因为穿 凉拖鞋而脚疼地摇摇晃晃走
5540,16898,Lee杠杠,2023年06月29日 01:33  来自 iPhone客户端,每天上班像坐牢，整个 对老板 情绪 很大，老板每次进 ，空气中 充满尴尬 气息，  好谁对谁错
5541,16901,蓬燃,2023年06月28日 20:48  来自 光与夜之恋陆沉超话,光与夜之恋陆沉  下午 时候胃有点 舒服， 吃 片药，忍 难受 工位上画设计图，本以为会很快过去，但药片反而产生副作用，胃越来越痛，脑袋 昏昏沉沉  恰巧陆沉没  ， 只能自己请假回 家，躺 床上 最后时刻还给他发 微信，选 个难受表情飞快传递过去，告诉他可 可
5542,16904,不吃香菜_大馋丫头版,2023年06月28日 17:31  来自 iPhone客户端,刻 记忆  味道谁 爱平价又好吃 零食呢米多奇 馍片和雪饼真 从小吃到大，味道一直没变过，依旧 香酥脆，依旧好吃 停 下来真滴 夸一夸紫薯雪饼，比原味更有空气感除 自然 紫薯香甜，还有一层咸咸 味道越吃越好吃，越吃越有滋味[虎爪比心]   零食
5543,16905,再见穿梭机_,2023年06月28日 17:23  来自 HUAWEI Mate 20,末   怨气  那种鬼来  得被吓走 浓度 空气 只有此起彼伏 叹气声，同事们试图让自己冷静 呼气声，翻A 纸 声音，鼠标声，键盘声，还有没有停过 电话铃声  号接电话还有力气 一声您好， 号接电话只有一声从鼻子 发出 微弱 “嗯”
5544,16906,收购旧月亮,2023年06月28日 17:01  来自 HarmonyOS設備,老户终于走  空气 清新 少 想吐一整天
5545,16907,尚邦公考网,2023年06月28日 16:15  来自 微博网页版,  国考  强烈 这家公考全 制教学基地很多备战公考 小伙伴 知道怎么选择公考机构，那么强烈 尚邦公考全 制培训基地，为学生提供学习 住宿 生活等一体化服务❤️系统精讲>模块刷题>全真模考>刷题集训>重点冲刺☀️五大优势本土特色 源自 ，深耕本
5546,16909,多加一份米麻薯叭,2023年06月28日 15:07  来自 iPhone客户端,把  空气净化器调成 自动模式，从 屋 烟鬼开始抽，它 开始嗡嗡作响，紧接  科长 进来抽，这净化器突然像疯 一样开始狂响真 辛苦它
5547,16910,璇儿_俞,2023年06月28日 12:21,好东西 续航时间长，外出携带方便，只需 带 面那根  猜设计灵感 热得快  这个 宝贝 错 几素棒棒糖无线加湿器小型迷 usb充电便携式 桌面空气香薰喷雾家用静音卧室宿舍学生矿泉水加湿车载小(分 自 ) 发现 好玩 商品 O 链接
5548,16912,大佐爱嘻哈,2023年06月28日 11:36  来自 微博网页版,爱自己大四 时候，大学看起来更像 房租快到期 出租屋 房东已明确 过房子 转租， 仅催 剩余 房租还让尽快把房子腾出来 这时候 “租客”们，强压 内心 慌乱，找工作 忽然谦逊 像条狗似 ，到处寻找能给自己一份工作 主人 考研 则像僧侣一样，  去固定 考研教室打坐念经，等
5549,16914,歪点儿多,2023年06月28日 10:31  来自 iPhone客户端,吹   冷空气想念 伦敦 冷空气
5550,16918,互联网随地大小便,2023年06月28日 04:06  来自 小米11 Ultra,职业规划 每天只用呼吸 企业吉祥物，职场爱宠， 空气净化器
5551,16921,-_露酱,2023年06月27日 22:41  来自 Xiaomi 13,行政加班  人干 呼吸一下新鲜空气  生活 馈赠自由万岁
5552,16922,我会骂人噢,2023年06月27日 20:17  来自 iPhone客户端,真  空气炸锅一把好手   领导 出差 ，真  下班一分钟 全走光 ，现  工作真 属于钱少但快乐系列
5553,16927,有个当咸鱼的白日梦,2023年06月27日 16:20  来自 HUAWEI P40 Pro 5G,为什么会有人每次吸烟回到空调 坐下来  那使劲往外哈气 本来  多 空气全部夹杂 烟味和口气 真 太恶心
5554,16928,-乱吃芭枣-,2023年06月27日 16:01  来自 iPhone客户端,忙到崩溃 人又 做仪器期间核查又 找检测标准做方法开发又 负责安全检查又 开各实验室 会又 参加楼下 活动又 统计设备表格又 补 常实验室记录表格还有各种试剂耗材设备使用台账哦还 联系电工师傅  主任  领导三方会谈装通风装置甚至还 学修空气开关😅
5555,16929,金川县,2023年06月27日 15:18  来自 微博网页版,马尔康市举行“壮丽辉煌七十  感恩奋进 新阿坝”发展成 主题新闻发布会    ，马尔康市人民政府新闻 举行“壮丽辉煌七十  感恩奋进新阿坝”马尔康市发展成 主题新闻发布会 邀请马尔康市委常委 常务副市长 市政府新闻发言人蔡春茂，市住建局局长张国洪 提名市文体旅游局局长泽郎斯甲
5556,16930,晏秋秋,2023年06月27日 13:18  来自 微博视频号,预防空调病， 注意这十个细节  L晏秋秋  视频
5557,16932,小芃友的麻麻,2023年06月27日 12:55  来自 iPhone客户端,天晴 ，发霉 大地重新变得干燥 空气  湿度逐渐减低，体感开始变得舒适起来  封闭 阳台 经意抬头看见 这蓝天白云，忽然像回到  前第一次坐 海南洋浦   那  面朝窗户背靠大海 位置，一抬头看到外面很 真实 蓝，以为 一幅画，后面发现居然 真 蓝天 同事告诉 后面 大海，
5558,16933,分享知识看世界,2023年06月27日 11:42  来自 微博网页版,岁老人走失 天，竟然 困  绿化带 看报道  出去买早餐，回来经过绿化带， 怎么 走 出去 ，靠吃野花喝露水度过 三天 网友  这 遭遇鬼打墙 吧， 小时候和 爸爸夜 开车遇见过一次   海淀区某河边 小道，有点雾，下小雨， 认识路 ， 爸爸当过出租司机，活地图，有次出门回来
5559,16934,阿睡过头了,2023年06月27日 11:33  来自 微博网页版,谁家好人 外卖 点半 到   预估 时间明明     空气   炸鸡 香味
5560,16935,不存在的奶油夹心,2023年06月27日 11:30  来自 微博网页版,吹  空调吹感冒  吹 鼻子吸到冷空气  舒服咳嗽 连带 九价  延迟
5561,16937,网络传播老丁,2023年06月27日 10:26  来自 微博网页版,热点  网传复旦学生应聘简历内附 雅照？学院回应MSN (China)MSN (China)锂离子电池之父 诺贝尔化学奖得主约翰·古迪纳夫逝世，   岁澎湃新闻  报道 • 小时前人类电化学研究领域失去 一位巨人       ，诺贝尔化学奖得主，美国得州大学奥斯汀分校机械工程系教授 固体物理学家
5562,16939,苏漠泽丶,2023年06月27日 09:34  来自 iPhone客户端,做 梦梦到 巨大 大厦 圆柱形  中间  很大 天井 可以从地下一直通到顶层 地下一层一半 银行 一半 电影院 然后中间几层 商场 最上面几层   人来人往车水马龙然后  空气中可以像游泳一样 一蹬地面会飞起来 然后 空中会慢慢往下掉  最喜欢   从天井慢慢落到最下层故事最开始
5563,16940,失散月球内,2023年06月27日 08:02  来自 iPhone客户端,夏至之后 空气突然开始干燥 继鼻炎复发之后 咳嗽 开始  总 半梦半醒咳嗽 咳到分 清梦境和现实昨晚梦到自己 学校  被当作 化学试验品  半梦半醒中   咳嗽 因为摄入太多化合物导致   总 被单独拎到  老师笑 给 递一些“食物” 直至那时  明知有毒 但  得 吃 因为 知道吃 吃
5564,16943,_烈火燎原,2023年06月27日 00:23  来自 朴灿烈超话,朴灿烈  这张照片真 嫩到 心尖上 像 平  乖巧懂事 Omega学生 午休时候突然出现   ，柔柔弱弱地靠 墙角双手背 身后   呼唤他名字后才颤颤巍巍地抬起头，用那双含水 眼睛望    这时候才后知后觉闻到空气 越来越浓 甜腻信息素 似乎 经 住 带 拷问意味 注
5565,16945,一沐寡言,2023年06月26日 22:32  来自 nova7你在焦点在,脑补小剧场 造谣一些现代校园paro 瑜广周瑜学习成绩十分出色，位置一直名列前茅 但使老师们头疼  ，这位看起来谦逊有礼 学生时常和孙策这种出 名 小霸王混 一起，总 牵涉到群殴事件中，连带一起揪到 挨训  学校第 次通报批评孙策与人起 严重冲突后，学 主任 从旁敲侧击
5566,16946,TayLorSwift130,2023年06月26日 22:05  来自 iPhone客户端,天气热起来 ，又想听曹方，上班 时候一整天 想和任何人交谈，懒得产生任何情绪，下班走出  闷热 空气 播放橘子汁，才感觉活过来
5567,16947,w反派小饼干,2023年06月26日 21:15  来自 iPhone客户端,中午一点出门 一瞬间 觉得外面 空气好烫走到 胳膊和腿晒得通红
5568,16948,漫花飞舞66,2023年06月26日 20:50  来自 HarmonyOS设备,下午 呆 头疼，出去转转，呼吸下新鲜空气，看见蓝天白云，头疼好 许多
5569,16951,田田丫860,2023年06月26日 19:20  来自 日常超话,仙人掌 死 ，一定   空气 好🙃 常
5570,16956,中科大胡不归,2023年06月26日 17:20  来自 微博网页版,O潘建伟 杨振宁先生对  影响，从治学到为人潘建伟 杨振宁先生对  影响，从治学到为人潘建伟 知识分子 - -   发表于上海 . 知识分子The Intelle tual图片图源 西湖大学● ●非常高兴再次来到湖心讲堂，来参与西湖大学和中国文化书院举办 活动   敢评议， 只能
5571,16958,人工智能西瓜酱,2023年06月26日 16:26  来自 iPhone客户端,市场部 同事走来 突然做 个空气投篮 动作，笑死 ，原来男人真 会这样做
5572,16959,龙冰莹,2023年06月26日 16:04  来自 荣耀X30 5G,早晨，出门见花，开心快乐 把它挂   水壶袋子上， 装点  这几天高温，看视频 有人 达到 ℃，  小窝 有点闷，开 风扇对 空气吹，好多   今 心情平和，没有过于贪凉，这   进步 上午开完会回到 ，马让别 同学找  准考证，她一定清楚 生气 ， 把所有 联系方式屏蔽
5573,16961,今天上班偷偷玩手机了吗,2023年06月26日 15:25  来自 👶🏻的iPhone 12,抽烟  去死    空气净化器这么大声听 见吗
5574,16962,热心市民查先生,2023年06月26日 14:26  来自 iPhone 13,这温度真无敌 ， 只能    和外面一样热  吉林市
5575,16964,北纬45度时光驿站,2023年06月26日 13:42  来自 华为手机 畅享玩不停,东北小城首创夏季历史高温纪录， 仍然坚持去上班 单位   一楼，窗前 参差 齐 错落有致 各种乔灌木，层峦叠嶂，鸟语花香，郁郁葱葱 夏季  简直 避暑胜地，前后通透，空气清新，非常 清凉 出差  旅行  事病假 ，    人 ，隐隐一种
5576,16965,杀足一百八十天,2023年06月26日 11:53  来自 nova7Pro你在焦点在,为  污染 空气 天天中午吃得很清淡但  得到 什么
5577,16966,秦凌飞心理咨询师,2023年06月26日 09:41,意象(CBT)一 识别意象 来访者 自动思维可能会以图像 形式出现，但 很少有来访者能够 出自己 意象，即使意象出现他们 很难识别  意象通常简短并且令人 安，许多来访者很快将它推出脑外  能识别及应对这些令人 安 意象，可能会给来访者带来持续 苦恼  自动思维可以 想法 画面或者
5578,16967,每天睡满26小时,2023年06月26日 09:31  来自 不想上班的iPhone 11 Pro,睡 将近 个小时为什么还 犯困   空气混 什么催眠剂么
5579,16968,z_小晏呀,2023年06月26日 09:05  来自 微博网页版,当  领导坐 空调底下，当 坐 空调正对面时；当 穿 针织衣还双手冷冰冰 时候，   那怕热 领导把空调开到最低 时候 当 旁边 空气净化器突然加大威力 时候，   烟雾弥漫 时候 嗯，这俩件事足够让  想上班
5580,16972,軟樘,2023年06月26日 01:08,调动跟人家 屋 ， 感觉人家周围 空气  甜 ，讲话 软软 ， 这种阴暗无脑b周围  怨气
5581,16973,終焉魔女,2023年06月26日 00:13  来自 奈々のiPhone 13,熟练运用Airbnb Agoda 飞🐷 👟程 美🍡对比 一天之后 终于 预算内拿下一周住宿累得眼睛 模糊 涨价  一星半点 气死还没飞呢 已经甩出去 大几千剩下   去哪  细节性问题   懒得做过于详细 攻略 因为感觉只    呼吸  空气  精神  美好品格  能回来
5582,16974,nonconDitionalLove,2023年06月25日 23:48  来自 iPhone,领导出差 出差，好崩溃能 能让  受一下  自由空气
5583,16975,超级蓝果科技,2023年06月25日 23:00  来自 微博网页版,上篇 初夏没看见雪， 游戏场景   梦，呆梦 梦，那 个雪  大伯让表哥带 去  地方，那时有雪 ，天气很冷， 上 楼上，好像 五角四楼大楼，那 可以喝水， 大烟囱向外 那个烟煤炉，三楼还 四楼，那边  几个人， 桌上一些纸和材料  桌可以随便摆， 同意好看 行 可
5584,16976,易秀老师,2023年06月25日 21:32  来自 小米10S,如何利用绿植提高事业运 总感觉事业 顺，工作上阻力强过助力？除 必  能力提升外，风水绿植 一定程度上 可以帮助到  一 绿植选择 拒绝假花假草很重  一点，千万 可   摆放假花，因为假花象征死亡 没落  宜阔叶植物室内以阔叶植物为主，因其叶大可挡煞，又能吸收天地
5585,16979,雅淮阁,2023年06月25日 19:33  来自 iPhone 13 Pro Max,怎么做才助运自己呢？一 养绿色植物 植物能够提高 人 好心情，还能够提高 人 运势，并且吸收空气中 有害气体，有利于人身心健康，所以 家中或  养绿色植物有生机 东西能够优化到空间环境风水，  对运势有帮助  二 养好 口德   人 非， 乱评价人，以及乱发脾气，这些
5586,16980,飞翔我心lz,2023年06月25日 18:50  来自 微博极速版,葵卯兔 五 初八， 和平常一样，坐 值班   ，闷热 空气透过玻璃窗习来，仿佛把所有 东西 煮熟，远处 时地传来，高温作业 声音， 努力调整一下烦闷 心情，为 一 三餐，还 认真工作学习吧
5587,16981,本体是只三花的书志学家,2023年06月25日 18:39  来自 代号鸢超话,代号鸢  炊点周瑜左慈现代paro修罗场 周瑜 学校 品学兼优 学生会长，左慈  暗恋 高冷代课老师 周瑜知道 喜欢左慈，想 左慈面前留个好形象，虽然自己烦左慈 烦得 命，但提他能拿捏住 ，所以一天到晚打 左慈 名号管   让 干这干那，“  x  把 x 事告诉左慈
5588,16983,湄江印象金花黑茶,2023年06月25日 18:09  来自 微博网页版,茶席上 风水，怎样才能“活”起来？筑梦茶乡 福地湄潭 湄江印象 只为一杯好茶喝茶人 雅趣与情趣，大到茶 器 境相融相构 空间配置，小到方寸之间 茶则 盖置，一点一滴 有讲究 中国人讲茶席，自然 离 开风水 普遍上讲，风水养人，人 养风水 风水风水，讲究风， 讲究水 茶席之上，
