,Topic,Count,Name,Representation,Representative_Docs
54,53,20,53_鲜语_神鲜奶_浓郁_用每,"['鲜语', '神鲜奶', '浓郁', '用每', '莲蓉', '五仁', '雪糕杯', '布朗尼', '焦糖布丁', '豆沙']","['每 鲜语“神鲜奶”周末尝试用每 鲜语神鲜奶做 焦糖布丁，没想到第一次 成功 ，浓郁 奶香让整个厨房 飘 幸福 味道 🍮 前天晨跑回来，发现冰箱  鲜奶刚好冰到最佳温度，咕咚咕咚喝下去 那一刻，感觉每个细胞  欢呼~🏃\u200d', '每 鲜语“神鲜奶”最近爱上 用每 鲜语做下午茶，午后阳光洒进厨房，温热 牛奶 马克杯 冒 袅袅热气，捧 手心 整个人 暖洋洋 🌞 上周突发奇想用它做 焦糖布丁，没想到口感出奇地丝滑，邻居家 小朋友尝 一口 睁大眼睛 ""', '每 鲜语“神鲜奶”同事过生 ，大家决定亲手做蛋糕庆祝 用每 鲜语打发奶油，浓郁 奶香让整个  飘 甜香 当抹好奶油 蛋糕端上桌，插上蜡烛，大家围坐唱生 歌 场景温馨又热闹 切开蛋糕时，绵密 口感 藏 每 鲜语 醇厚，']"
55,54,20,54_高定_灿坤全自动咖啡机_咖啡机_咖啡,"['高定', '灿坤全自动咖啡机', '咖啡机', '咖啡', '看看', '有效期', '智能提醒', '星巴克', '甚至', '设计']","['如今，咖啡成为 许多社会人 刚需，越来越多 爱好者选择 家购入咖啡机  一众主流意式咖啡机 胶囊咖啡机中，巴慕达以手冲咖啡为灵感，创造 一台难以用现有品类定义 咖啡机 BALMUDA The Brew 从项目启动到陷入“僵局”，咖啡机 诞生之旅长达  ，尽管社长已经下', '周末看 星巴克创始人 采访霍华德·舒尔茨   他们  刚入驻中国时，顾客们对咖啡几乎一无所知  但这 影响人们只 来过一次， 意识到这 他们想 再次光临 地方 因为星巴克给他们创造 家与 以外 第三个延伸空间  他们会想 跟朋友分 ， 星巴克 面体会到 氛围感  没有人能', '灿坤全自动咖啡机-高定 ， 下午茶新体验  忙碌 工作中，一杯咖啡总能带来无限灵感 灿坤全自动咖啡机-高定 ，让    能 受到咖啡馆级别 美味  款饮品一键出品， 档浓度可调， 档温度选择，无论 喜欢什么样 咖啡，高定  能轻松满足 自动清洗和自动关机功能更 让使用']"
56,55,19,55_夏天_恰好新冠夹_真滴很_少跟这种人打交道,"['夏天', '恰好新冠夹', '真滴很', '少跟这种人打交道', '心甘情愿允许它扣除一些温度作为利息', '很容易让人生病', '很蠢', '敏感吧', '室外回到', '眼看今']","['最近天气很热， 空气中甚至难以呼吸 为什么温度没有银行？如果 把现  高温存储起来，冷湿 冬天  可以预支取暖，如果 这样， 心甘情愿允许它扣除一些温度作为利息， 完全支持，双手支持 但随即  想，如果失去四季会 会失去很多特别 记忆，但 随即又一想，这 和 染头发之', '冬天没有暖气之前，   超级难熬，因为  阴面，一天晒 到太阳，冷到 行，位置又 远离市中心 郊区，温度本来 比市 低，所以 需  暖手袋什么 ，但 热水 又很快容易凉， 需  自热 暖手蛋，一次一片用一天，中午放 肚肚处，还能暖和 睡觉觉，真滴很 错（听 像接', '夏天吹空调嫌冷 冬天吹空调嫌热    觉得 很难 话   觉得自己难 话可 夏天空调温度太低真 冷  像冰窖 尤其  吹头 自习室吹腿   太难受  又 能 考虑别人 老按自己 想法调温度 所以只能裹外套 🥶冬天屋 空气 循环   开窗通风    热  觉得闷 呼吸 过来 快缺']"
57,56,19,56_做梦_有指纹_面有_露台,"['做梦', '有指纹', '面有', '露台', '梦见', '开门', '很神奇', '卧室', '夕阳', '楼道']","['昨天做 两个梦.既惊悚又让人啼笑皆非  大学 几个同学  上初中 地等 接 放学 然后接到 之后 们一路  笑笑回家 然后半道上 被 男人劫持  据这个人  灭口那种 幸好偶遇 爸 学生 借 福尔摩斯密码（梦醒之后 知道  个什么鬼东西，但梦   坚信 疑并熟练 用这个密码转换成语', '太困 ， 公司睡 一会儿，做  特别美好 梦 梦见 公司窗户玻璃上看到反射 夕阳，决定去 楼 露台看夕阳 到 露台，发现之前空旷无聊 露台，布置上 长桌长椅，有一位 轻妈妈 卖麻辣烫米线，热气腾腾 砂锅，美丽 夕阳，温度适宜一点  冷，还有人 喝香槟和啤酒 转过角，又遇到一辆', '梦见很多电台主播  从高高 扶梯下来 赶上什么见面会最后一句 梦见 格局很差 房间 发生过凶案 电台主播带 人看 一层很狭长 空气 好流通 客厅沙发 然后  卧室 床头边 位置竟然 马桶 二层楼梯上去 浴室 掀开浴帘竟然对 大马路和高楼  过 很高    主播拿 死者用过 浴巾 分析她身体']"
58,57,19,57_学长_漫琪_和小_风格,"['学长', '漫琪', '和小', '风格', '大人', '好吃', '快乐', 'do脸套餐', '温度犹如过山车', '早起匆忙地化']","['蛰伏 记[小红花]( . ～ . ）✅这周吃 一些东西，几乎  些碳水，缺很多营养，下周 多吃菜和水果， 喝牛奶吃鸡蛋喝红糖水✅囤 些吃 和纸，这种方式多少会增加一些这屋 生活气息，以减轻宝子们  而消失 归属感，虽然只 杯水车薪罢 ☹️✅天气好 时候 会  外边背题，居然给科长', '可能  温度又起来  还 感觉蛮舒服  昨天小 轻 他  鸡排很好吃  给 带  而且 早上吃 油饼 没有踩雷 下午本来 和小 轻  那种泱泱  但  老师 叫 们把两个班娃带下去哈上体育课 然后他们玩他们  和小 轻 去打羽毛球 高兴惨 他们 但  和小 轻好像 跟小学生', '\ue627第二次恋爱才完美 宫田视角 第七集 学长  睡相 好， 注意腹部保暖   学长才 学长 好想吃 做  咖喱   快到  学长 家 还好吗   妈妈很喜欢  礼物 学长 那 太棒  学长 明天回来吗  想见宫田君    回去    想见崇学长 学长   去接     用']"
59,58,19,58_对工作_考验_温度差_得和,"['对工作', '考验', '温度差', '得和', '疼小孩', '终于直观', '眼有力度', '能经得住烤验', '细处求精有温度', '环境温度适宜才能达到']","['持衡·向人民汇报丨综合  大处 眼有力度 细处求精有温度', '大家想  温度 一样，那  自己尝试新 方法，工位避暑  很特别 体验', '这 内 温度， 考验 对工作 否诚心？ 能经得住烤验']"
60,59,18,59_环境中生长_半阴_避免将其直接暴露_适合放置,"['环境中生长', '半阴', '避免将其直接暴露', '适合放置', '以免叶片被晒伤', '室内摆放', '但最好能够提供明亮', '室内环境中', '金枝玉叶适应性强', '耐阴植物']","['🌱金枝玉叶 种植方法和注意事项 .光照与位置（ ）耐阴植物 金枝玉叶适应性强，能够 半阴 环境中生长，但最好能够提供明亮 散射光 避免将其直接暴露 强烈 阳光下，以免叶片被晒伤 （ ）室内摆放 适合放置 家中或  室内环境中，尽量选择光线充足但无直射阳光 位置，如靠', '🍃金枝玉叶 种植方法和注意事项 .光照与位置（ ）耐阴植物 金枝玉叶适应性强，能够 半阴 环境中生长，但最好能够提供明亮 散射光 避免将其直接暴露 强烈 阳光下，以免叶片被晒伤 （ ）室内摆放 适合放置 家中或  室内环境中，尽量选择光线充足但无直射阳光 位置，如', '🌼金枝玉叶 种植方法和注意事项 .光照与位置（ ）耐阴植物 金枝玉叶适应性强，能够 半阴 环境中生长，但最好能够提供明亮 散射光 避免将其直接暴露 强烈 阳光下，以免叶片被晒伤 （ ）室内摆放 适合放置 家中或  室内环境中，尽量选择光线充足但无直射阳光 位置，如']"
61,60,18,60_喜欢_微风_耳机_believe,"['喜欢', '微风', '耳机', 'believe', '晃动起来', '开头很好听', '扬起', '好多平', '滚烫烫', '接近一天']","['周末值班，  换 个降噪🎧， 听到敬敬时越来越感觉，这首歌经过这么多天， 听 已经 再 音乐本身，而 单纯 听这个人，那个磁性 声线像一叶扁舟划过身体 每 静谧之境，胸腔，声带，唇齿  浅吟低唱时，微闭 眼睛，舒展 手指，轻颤 喉结，高亢激越时，起伏 胸口，扬起 下颌，微', '从哪  起呢？那天心血来潮突然想起 钢琴曲，致爱丽丝， 记得以前有段时间， 特别爱这支曲子  情绪 稳定 时候，听一听钢琴曲，会把  思绪固定 五线谱上， 会到处乱飞 然后顺便听 听其他钢琴曲，才发现，好多平  听过 音乐其实  大有来头 ，  一一举例  如果以后 再有 喜欢', '下午四点，明亮  光从窗外照进 ，显得柔黄   冷 热 温度 听到歌中唱“I still believe my life is right here with you”，涌上来一种幸福  充盈，以一种淡淡 酸涩，环绕    始终相信 应该和  一起，哪怕这种相信只存 于  心中，哪怕这种感觉只有这一刻能拥有，但愿 能深']"
62,61,18,61_中国品牌_广州市_百奈子_voi,"['中国品牌', '广州市', '百奈子', 'voi', 'shanghai', 'scc', '首選香港', '智慧城市聯盟', '機遇', 'meet']","['百奈子 哪 ？百奈子 产品 怎么研发 ？这一篇回答 MKM AKANE百奈子始于   源于两个好朋友一致 生活理念和对美 追求 创始人Akane Xu，中国人， 此之前 有数十  美妆行业从业经验，因为工作，常 往返于中 ，因此认识  北海道 设计师寺岛贤幸，寺岛先生长久以来 热衷于服', 'Shanghai Let’s Meet for Melody童声漫游上海“Shanghai Let’s Meet for Melody”上海城市形象系列短视频元旦发布美国童声合唱团One Voi e漫游上海新 伊始，上海市人民政府新闻 联合上海文广国际传播中心，携手美国知名儿童合唱团One Voi e共同打造上海城市MV及系列城市短视频，向世界展', '下午，“书香羊城 权赋能”首期广州 权“创意花城·思 荟”活动 羊城书展主舞台成功举办 活动由广州市 权局 广州市“扫黄打非” 指导，广州市 权保护中心 荔湾区 权局 广州市 权交流与发展联合会筹备组联合主办，吸引出 机构 教育单位 民间文艺等百余位嘉宾齐聚一堂，共探']"
63,62,17,62_如果幸福_幸福_很开心_温暖,"['如果幸福', '幸福', '很开心', '温暖', '每个人', '想陪李荣浩去纵横四海', '想画个精致', '最具烟火气息和安抚人心', '徐徐图之', '最近生活']","['好喜欢， 开 空调，温度和门外好像两个世界，脸颊被热红，穿 单薄 毛衣裹 灰色 毯子，面前摆 零零散散 零食， 叮叮作响好听 键盘， 粉色 很灵敏 鼠标，白色 显示屏下面放点东倒西歪 玩偶摆件，一杯刚好热水配上好用 吸管，徐徐图之 学习任务，背后 家人和导师，好幸福 为', '如果幸福 清洁能源那  辽河油田 如果幸福 坐 那  工艺所 如果幸福 冰雪奇缘那  盘锦体感温度 如果幸福 多巴胺穿搭那  中石油工服 如果幸福 微分碎盖那  安全帽 如果幸福 寒暑假那  央国企', '开心 记穿 喜欢 裙子出门，很开心 买到 心心念念 发簪，虽然 怎么会用，但依旧很开心 看到 很好看  ，被 面 语言温暖到，很开心 去 没带钥匙，成功翻窗两次，很开心 晚上没有吃很多东西，很开心（近期胖 很多，容貌焦虑ing）风扇开 ，温度舒适，躺 床上']"
64,63,16,63_板子上_菜园_厉害_昨晚,"['板子上', '菜园', '厉害', '昨晚', '有点冷', '虽然迷迷糊糊中', '姐姐把', '敢听', '怕晚自习迟到', '怕菜花拉尿']","['. 碎碎念中午 时候 大卧室太热  外面又很吵 客厅 吵 抱兔兔去小卧室 刚进卧室 觉得有点风 有点冷  把窗户关小 一点给兔兔盖 她 小粉厚衣服 还给肚子上盖 小纱布方巾 然后  开始睡觉 睡 睡  兔兔哭    给她喂 顿奶 结果她再躺下 时候 睡 安稳兔姥姥和兔姥爷 把她抱到客', '阿婆 衰老  很缓慢 过程 记得她第一次跌倒 去   ，那天 因为次密接没去上班，  准备下楼出门做核酸时， 楼梯  随意往窗外 菜园 看 一眼，看见她摔倒  菜园  那天已经快十一点 ， 没吃早餐，因为跑得太急 差点低血糖扶 起来她 还好她自己带 条棍子当拐杖，还好她意', '天哆宝慢慢好转 复盘 依旧担心 一夜，时 时摸下温度，好 较为稳定，  咳嗽有痰 早上六点多醒  阿姨请假，爷爷被蜜蜂叮 脖子部位，姥姥 身体十分 舒服，好 哆宝 还算乖， 奶奶和姥姥 看护下，没有太折腾， 没有发烧，  咳嗽出汗，总算放些心 ，但 听到办']"
65,64,15,64_冷宝宝_个暖宝宝_暖宝宝_zengyi,"['冷宝宝', '个暖宝宝', '暖宝宝', 'zengyi', '朋友家坐', '热还挺舒服', '这么冷呢', '这温度还可以', '这俩天温度', '生理期比较难过']","['现  讨论暖宝宝   有点太早 ？但 作为常 待 低温 生理期比较难过 人来 ，每个  需 一两张暖宝宝这波先替姐妹们试过 ，京东买 暖贴很好用，温度持久 粘性刚好， 会过度灼热 北方 小伙伴们可以趁京东有好价 时候把好东西屯起来啦 京东好价 只', 'W + ，卸货倒计时 天最近天气 错，气温高达 度， 冷 热还挺舒服，希望宝宝出生  这样 好天气哦麻麻  二楼， 透气温度高，这种天气呆久 有点闷，坐久 有点压 肚子 舒服，经常外面走走才好些，麻麻明天还 穿短袖上班吧，哈哈晚上去隔壁小区 朋友家坐 会， 比她预产期早', '继上文（ 正文）  冷宝宝， 平时喝水嘛？冷宝宝 .   怎么  话？冷宝宝  冷得 想 话 .冷宝宝，金水旺，水多，脾湿，湿气重，身体储水功能强，体内水分充足， 太容易感到口渴 有 冷宝宝，一天工作 怎么喝水  有，身体 能自 调节，水分很快']"
66,65,15,65_这两天_面还残留_这个温度真特么牛逼_教练发,"['这两天', '面还残留', '这个温度真特么牛逼', '教练发', '昨天会中暑', '度以上现', '昨天太阳晒过', '昨天降温', '天气预报永远没有', '外面半夜']","['中午热得烦躁， 温度 度以上现 已经 冷得盖厚棉被 ，现 室外温度可 到 度，估计   度左右', '温度降 太快，以至于打开 ， 面还残留 昨天太阳晒过 丝丝热气', '天气预报永远没有 度，刚刚看到学车 时候 教练发 朋友圈，车外温度 度， 坐  吹空调+电扇，还 出汗🥵']"
67,66,15,66_高质效办好每_为法治担当_臻于匠心_常熟市检察院举办,"['高质效办好每', '为法治担当', '臻于匠心', '常熟市检察院举办', '为人民司法', '忘初心', '枫桥经验', '案件', '推进行政争议实质化解', '省考招录加入魏']","['因好友“晕倒”与几位志同道合 律师朋友共同创办 卓隽律所，邀请 和律谷科技 CEO 刘芬于今 拜访 踩 黄浦江 风走进卓隽律师事务所 ， 这趟交流，像打开 一本写满 “新生力量”  书       才诞生 卓隽，像颗刚破土 种子，北外滩国投大厦 选址自带开阔气场，临江窗景把黄浦江', '姓名 陈婷(图一)专业  级土木工程学院道路与桥梁 班寄语 迈入大学 第一步，  开启新篇章 一页，大学之门已开，新旅程启航 这   探索兴趣 锤炼思维 突破自  沃土 请主动求知 大胆实践 真诚交友  畏挑战，拥抱成长，让勤奋与热爱照亮前路 珍惜当下，定义', '常熟市检察院举办“臻于匠心 司法为民”讲述会为深入学习贯彻习近平新时代中国特色社会主义思想，学思践悟习近平法治思想，落实新时代检察工作理念，展现检察官为大局服务 为人民司法 为法治担当 风采，激励检察干警“高质效办好每 案件”，    下午，常熟市检察院举办“臻于匠心 为民司法']"
68,67,14,67_鼻子_戴口罩_喷嚏_抽纸巾,"['鼻子', '戴口罩', '喷嚏', '抽纸巾', '时候鼻子好使', '散步快走甩手', '感觉鼻子还', '早上起来一看', '感冒后喉咙没好全以及', '想咳']","['好像有鼻炎，只 闻到刺激 味道（尤其 烟味），  鼻子 会突然很痒很刺挠，会流鼻涕打喷嚏  之前 北方 偶尔有这种情况， 过这几天好像变得特别频繁  们领导 会 走廊抽烟味道会飘进 ，还 因为这两天 为 杀蚊把空调温度调 很低，鼻子对冷空气有些敏感', '记录📝 很神奇 疗法 因为自己长期鼻炎，且 冷空气过敏型，上热下寒蛮严重 天气热  从早到晚空调 很冰，这对鼻炎患者来 特别折磨， 除 戴口罩，长裤长袖外控制  空调 温度 最近总 刷到拍打疗法和赤脚踩土地，以及脚底筋膜按摩，加上 又坚持 散步快走甩手，于 这几天', '鼻炎彻底疯狂，有无空调 温度差过于恐怖，一离开 接触正常  度空气，  鼻子 像受抚慰写 黄蚊omg一样 受控制 流水，感觉根本  自己 鼻子，一路跌跌撞撞 走进测所像寻找它命中注定 阿撸法克那样一直 抽纸巾，看看究竟抽到哪一张真命天纸才能堵住泄洪 鼻水  助けて']"
69,68,14,68_龟经理_送福_小鱼_当贝智能鱼缸,"['龟经理', '送福', '小鱼', '当贝智能鱼缸', '木头', '鱼缸', '温度太高', '申请个高温补贴', '痛心', '求助消息']","['龟经理 有一只小乌龟，养 两   起初 因为 养 一缸鱼，听 乌龟能够吃鱼 便便，然后， 买 ，让它去当清洁工 后来搬 ，鱼缸加温设备受损，温度异常，一缸鱼死完 ，但 这个龟还  现 单独 养，  没人呆 经理 ，小乌龟 这样成 龟经理 龟经理 小单间设施全', '冰层下 鱼 一场关于职场关系 生存实验去 深秋 急诊室等待拍片时，手机突然震动 工作群 弹出小张 求助消息 ""王姐，家长会发言稿帮 看看呗 "" 望 石膏包裹 右腿，突然想起上周还 茶水间听她倾诉婚姻危机 此刻走廊 白炽灯管嗡嗡作响，像极 那些未 出口 寒暄 一 鱼缸  热带鱼', '开工大吉  [送福][送福][送福]   小鱼给 上 一课，放假因为出去 天，没有加水，因为 温度太高，水居然干涸 ，一进门  痛心，哎呀，太大意  缸 加完水之后它居然一下子 游动起来，给 很大 惊喜，这条小鱼 生命力太顽强  无论 多么差 生存环境下始终存活  无论环境如何，']"
70,69,14,69_冰激凌_置入送餐保温箱_试验_个冰淇淋,"['冰激凌', '置入送餐保温箱', '试验', '个冰淇淋', '包干冰', '使用原装珍珠棉袋裹紧干冰袋', '但摸起来', '铁做', '点送到', '早上放进去']","['\ue627 茶话会  现 室外温度 ℃， 只有 自己主播  .点外卖 .出去吃，顺便把蜜雪冰城冰激凌 兑换券用掉买个冰激凌吃', '出于好奇，试验 冰淇淋个人短途运输 试验对象 京东 上午 点送到  冰淇淋 原包装为 包干冰+ p s* 盒裹铝箔珍珠棉袋，置入送餐保温箱，保温箱内放多个普通冰袋 收件时干冰袋已挥发 / ，取出冰淇淋放入- ℃冰箱冷冻室，使用原装珍珠棉袋裹紧干冰袋    确认，干冰袋已空，但摸起来', '大夏天  吃 个冰淇淋（空调温度低）冷得 瑟瑟发抖（毫 夸张）于 乎倒 杯热水暖手半天缓 过来手脚冰凉']"
71,70,14,70_一种秋天_早起觉得一丝丝凉意_秋高气爽作者_虽然已经立秋但温度还没有到秋天,"['一种秋天', '早起觉得一丝丝凉意', '秋高气爽作者', '虽然已经立秋但温度还没有到秋天', '立秋后还真凉爽', '身上穿', '老给', '秋天应该真', '起始温度变成', '真正入秋还得等一段时间']","['到 最讨厌 时节 ，外面已经入秋，温度下降，但   落地窗+大太阳，整个   大温室，中午 时候温度一路飙到 ℃，现  还有 ℃，但 因为已经入秋 ，又 给 开空调，身上穿 还多，唉，烦', '秋高气爽作者|定南针再  天气吧，今 气温之高创下历史新高，  多 来温度最高  夏天 而且今 还有 奇怪 现象，入伏前几天温度特别高，入伏后温度反而没有入伏前高 今    号立秋， 非常明显 感受 立秋后还真凉爽 许多，没有之前热得那么炸裂  这 归功于立秋期间 那场又爱', '最近因为天天下雨，到处湿漉漉 ，少 酷热，早起觉得一丝丝凉意（连续几天早上温度 ℃），   空调 休假（高温 ℃）  但如果以为莞莞 这样丝滑入秋，那 大错特错  等风雨过去，高温卷土重来，咱们重新回到夏天 天气，真正入秋还得等一段时间 喜']"
72,71,13,71_加注_消息_计划于今_长征五号b遥二运载火箭已完成推进剂加注,"['加注', '消息', '计划于今', '长征五号b遥二运载火箭已完成推进剂加注', '时许发射空间站天和核心舱', '但中方', '所以一般', '中方终于接', '一项重', '火箭发射前']","['白宫 电话，中方终于接 ，但中方 反应，美应该 心 有数白宫打来 电话，中方终于接 ，但中方 反应，美方应该 心 有数 这其中究竟发生 什么事？而中方 反应又到底暗藏何种玄机？据外媒报道， 久前，美国总统国家安全事务助理沙利文和中央外事工作委员会 主任王毅进行 电话通话', '中午 点，有大事发生 科技 报记者 付毅飞 崔爽据中国载人航天工程 消息，长征五号B遥二运载火箭已完成推进剂加注，计划于今 中午 时许发射空间站天和核心舱 加注 什么？加注 火箭发射前 一项重 工作，而且耗时较长，所以一般 发射前一天完成 作为新一代', '据中国载人航天工程 消息，长征五号B遥二运载火箭已完成推进剂加注，计划于今 中午 时许发射空间站天和核心舱 加注 火箭发射前 一项重 工作，而且耗时较长，所以一般 发射前一天完成 作为新一代运载火箭，长征五号B运载火箭 低温火箭，面临 低温推进剂加注问题和复杂 发射前流程']"
73,72,13,72_腐烂_花香_椅子上委屈_扎来扎去,"['腐烂', '花香', '椅子上委屈', '扎来扎去', '有些冰凉', '熟悉又好听', '有没有人和', '然后去图书馆找', '期待什么呢', '束缚']","['随手一记  度 高温炙烤 这个城市，树叶 阳光持续 暴晒下无奈 摇 头 路上 行人个个为 躲避紫外线把自己包裹 分 清谁 谁，顶 烈 穿梭  小朋友们可 高兴 ，可以有理由玩水 吃冰棍儿 几只流浪猫躲 冬青 阴凉处眯 眼，仿佛  静等高温 过去    人敲打 键盘同', '去大社还遇到 端午节活动， 戏台有乐队 演唱，坐 那吹 风听 会歌，  温度 很舒适，吹得人懒懒 ，让人沉浸 这样 夏夜晚风  这时候 突然品出自由职业 好处来 ，起码 现   只能   腐烂，而 腐烂 还可以出来晒晒太阳，遇见 这样美好 夏 时刻 嗷，但 堆 数 清', '又 想什么呢？最近  子过 平淡而无力  去河边走走，看 灯火通明 大楼和马路 抬头看看天空，灰蒙蒙 看 清楚星星  城市，看 到星星似乎 既定 事实， 又 期待什么呢？ 人少 路上，摘下口罩，惊喜地闻到 花香，栀子花和其他 知名 花香 哇，春天 气息 困  ，困 互联']"
74,73,13,73_学名_详细介绍_发财树_以下,"['学名', '详细介绍', '发财树', '以下', '别称', '关于它', '门铁', '客厅或餐厅', '白鹤芋', '白掌']","['白掌，大家更熟悉 名字可能 “一帆风顺”，这  非常吉祥 商品名 它因其洁白 花朵 翠绿 叶片和美好 寓意而深受人们喜爱 -一  基本介绍· 中文名  白掌· 别称  一帆风顺 白鹤芋 和平芋· 科属  天南星科，苞叶芋（白鹤芋）属· 原产地  美洲热带地区· 特点   们通常所', '以下 关于金钱树 介绍 基本信息- 学名 Zamio ul as zamiifolia，天南星科雪铁芋属多 生常绿草本植物 - 别称 美铁芋 金松 龙凤木 - 产地 原产于非洲东部雨量偏少 热带草原气候区 形态特征- 地下块茎 植株地下部分有肥大 块茎， 其储存养分和水分', '‖ 牵牛花 一种常见且美丽 花卉，以下 关于它 详细介绍 基本信息- 学名 Ipomoea nil- 别名 喇叭花 牵牛 朝颜花 筋角拉子 大牵牛花 勤娘子等 - 科属 旋花科牵牛属 - 形态特征 一 生蔓性缠绕草本花卉 叶片宽卵形或者近圆形 花腋生，单一或 朵 生']"
75,74,13,74_联名套餐_一口回到放学冲_牡丹很好看_所有零食,"['联名套餐', '一口回到放学冲', '牡丹很好看', '所有零食', '感谢宝宝驴', '曹温柔小姐从早上催到晚上吃药还', '店员小姐姐递来热乎乎', '有一天去饭堂吃早餐', '甜辣酱卤全鸡', '有毒还有昨晚气']","['工位观察 记Day  发现压缩包女士对于所有人 零食  来者拒之   理解， 夸夸炫之 然后发零食 人走 之后，她便开始吃她 橘子     她 维度 ，橘子其实 所有零食 代餐？她吃橘子吃得好香，  想吃 今 天气晴朗，温度适宜，正式确诊为 大馋丫头 / 发零食  “首尔姐“', '妈  最重  饭友，  最基本  她喜欢带 出去吃饭 市面新开 什么店，纸上烧烤 地摊火锅 海鲜自助，她 比 先知道 然后她 会  陪她去吃 事实上  很想吃，但她总表现出只有她想吃 样子 去新开业 店吃饭，  们 小小冒险，其意味颇似网上  “探店” 两个人 饭店坐下，会', '昨晚从 出来，同事问 吃什么，  没胃口，想沿 街边走一走 她 正好她 去哪，一起走一会儿吧，走 走 看到一家卖牛肉面 店，简单吃 一碗粉，牛筋很软烂，粉超难吃，又走走   们去吃土笋冻， 店 吃 土笋冻，老板娘拿出一盘子五香卷， 自己做 让 们尝尝，  没客气，好好吃，']"
76,75,13,75_本人_外套_毯子_毛衣,"['本人', '外套', '毯子', '毛衣', '热水', 'k发光', '裙子套', '路法斯', '让别人开空调哇', '裹得厚厚暖暖']","['为什么外面地表温度越高， 反而更冷 ？行吧，只能穿上 备用 大衬衫 ，主打 假装安全感满满 “男友”风look💨感冒😷鼻塞 第 天  K发光 海', '本人 真  怕冷 吗？ 们其他人 内搭+毛衣+外套+羽绒马甲 本人 一件衬衫(袖子卷起来) 们虽然同处一间 ，到但周围空气温度 一样吗？和他擦肩而过，感觉处 两个时空', '曾最近有两个新发现，一 路法斯 身形其实没有看起来那么壮，二 路法斯比起怕热而言更怕冷一些 发现这两件事 契机 某 制冷系统出现故障临时抢修，他来到路法斯 时见他难得脱 外套， 过衬衣和领带依旧非常严实 感觉脱 外套 社长比平常看上去小 半圈，']"
77,76,13,76_奇妙交接界_想走_天气很好_一切,"['奇妙交接界', '想走', '天气很好', '一切', '最近变得闷热令人窒息', '感觉人生得失', '想随便拍拍', '感受一下山', '无所事事有一种人生', '犹犹豫豫']","['每每周一出门，  想 会 会 根本  周 ，去上什么班呢，去到 空无一人岂 懊恼 想 即便如此，因时间记错产生 负面情绪 会被 用上班 欢愉冲散吧 真希望 仍 周  骑 上小电驴穿街过巷，纵使 盛夏，早晨 ℃左右 温度却格外令人喜欢，目之所及 所感尽皆醒神悦目 远处汽车', '阳光特好，中午取快递回  路上阳光晒 懒洋洋 ，走 走   想走 ，想   然骑车吧，骑车手冷，还 走回去吧，比起上大学时，现 这种片刻可太多  没有动力，怎么 好，犹犹豫豫，反反复复 和王春晓讨论为什么明明想去上厕所，却挪 动脚，一 因为主观上可以忍受，而 因为客观上', '此时坐  ，窗外阳光明媚， 度，非常舒服 温度，早餐吃 两片面包，看 一会红一会绿 盘面，时线像心脏 心电图，时起时落，感觉人生得失  那么回事，        ，告别 ，想 点什么，匆匆忙忙 过 这一 ，感觉去  西班牙 旅行   上个  事情，历历 目，一转眼又 一']"
78,77,12,77_白象中国面_大熊猫福宝_外场_木桌,"['白象中国面', '大熊猫福宝', '外场', '木桌', '小费纸条', '家庭中', '宝每天需', '晨光穿透云层', '小时工作吹空调实际上', '很多熊猫']","['\ue627熊猫守护者打卡  🐼🎋 晨光穿透云层 刹那，世界便有 温度 那些 公交站台为陌生人撑伞 手，幼儿园 蹲下来帮孩子系鞋带 背影，菜市场商贩多添 一把葱——这些发光 碎片，构成 人间最动人 星轨 善良 会呼吸 火焰 咖啡杯下压  小费纸条，电梯 为快递员留', '\ue627大熊猫福宝  早   唯一 方法  安装玻璃，今儿个掉 镜头盖，明儿个掉 手机，再多 安保有什么用？ 能管 住所有人 手么？  又 给人家高工资，弄得保安 抱怨 出问题 被骂     还有哦，别提什么地震带 ，怎么 汶川', '周 下午   左右，九龙坡区气温 度，体感温度 度  大熊猫馆，除 珍宝待 内场（重动唯一内场，节假 开放），很多熊猫 还 外场，没有收猫 这么热 天，如果个别熊猫待 外场，那还能  个别饲养员 责任 这么多熊猫  外面，肯定 动管科和熊猫馆 管理责任 结合每']"
79,78,12,78_上班第一天_开工第一天_算很冷_温度只有,"['上班第一天', '开工第一天', '算很冷', '温度只有', '温度和', '好处实际剥夺', '很冰冷', '开班第一天被冻感冒', '开工第一天内心和', '敢跟']","['开工第一天  温度  敢跟  这  热爱它 敢冻死', '算很冷 温度，一进地铁空调十足， 算很冷 温度，一进 空调十足，看似 大城市 好处实际剥夺 感受四季 变化，抬眼间看到 大自然少之甚少，看似努力打拼实际却被困  温室 知忧患得失 知人间冷暖，养成 惰性少 突破困境 理由', '上班第一天， 温度只有 ° 一大早 被精准投食新 新砖加油鸭']"
