,Name,Date,Content
6740,这里仁和,2022年09月27日 11:44  来自 微博网页版,事关国庆假期疫情防控工作 攀枝花发布通告攀枝花市应对新型冠状病毒肺炎疫应急指挥部 关于做好国庆假期疫情防控工作 通告当前，全国疫情形势依然严峻复杂，国庆假期将至，人员流动加大，聚集性活动增加，疫情防控压力
6774,大钳子螃蟹_,2022年10月14日 07:32  来自 蒙阴超话,蒙阴 关于紧急寻找次密切接触者 公告      晚，蒙阴县接外地协查函，告知一名外地阳性人员 密切接触者部分活动轨迹涉及蒙阴县 根据疫情防控方案 求，蒙阴县第一时间开展流行病学调查和处置 该密切接触者目前已 外地集中隔离医学观察，新冠病毒核酸检测结果阴性，其 蒙阴县部分
6789,潭炙烤肉酱鸡腿打翻狗微辣,2022年10月13日 16:31,没问题，憋死算 算工伤下午供应商沙龙，开完会之后留 一些客户 楼上签约他们全 抽烟🚬 呼吸困难 已经，去外面阳台呼吸 几口气回来，感觉   有一点淡淡 青蓝色， 通风憋死算 算工伤
6802,幸运张成,2022年10月13日 15:07  来自 vivo Z5全面实力派,禹州关于解除全市临时管控措施 公告（  第 号） 市区域核酸检测采样工作已圆满结束 经市疫情防控指挥部研究，决定       起，解除全市临时管控措施 “解封” 代表“解防” 当前，全国疫情仍然呈现“多点散发 多地频发 局部暴发” 特点， 市面临疫情“外防输入”压力倍增，且
6806,切磋熊,2022年10月13日 14:42  来自 iPhone客户端,垣曲县新冠肺炎疫情防控指挥部 关于有序恢复常态化疫情防控 通告〔 〕第 号广大居民朋友 根据当前疫情形势，经县疫情防控指挥部研究决定，从     时起全县有序恢复常态化疫情防控和正常生产生活秩序，现将有关事项通告如下 一 有序恢复人员流动 全县除风险人员分类管控外，其
6816,阳痿少夫,2022年10月13日 13:02  来自 Android,冬天 ，  开始 通风温暖 发烂发臭
6838,怀仁融媒,2022年10月13日 00:24  来自 微博网页版,怀仁市关于初筛阳性人员活动轨迹 通告         ，朔州市怀仁市 集中隔离场所重点管控人员核酸检测中发现 例核酸初筛阳性人员 现将有关活动轨迹通告如下        ，刘某某同其密接人员张某驾车从怀仁出发走 国道到大同棚户区集贸市场送肉，送完到大同市瑞州酒店附近其租住 房
6845,我想要飞的成长,2022年10月12日 23:00  来自 荣耀Play6T,晚，浙江永康市新型冠状病毒肺炎疫情防控工作领导小组 发布通报，       时，永康市发现 例外省来永初筛阳性人员，为隔离管控中发现，无社会活动轨迹 请广大市民积极配合疫情防控工作，非必  前往高中低风险区或有病例报告 地区；省外来永返永人员提
6847,赵林-甘露公益,2022年10月12日 22:45  来自 博爱精神超话,榆中县发布寻找相关风险人员公告广大居民朋友     ， 疫情防控工作过程中，经风险研判，现提醒广大群众落实好以下防控措施 一 请    以来到过和平镇创开资源废品回收店（和平大道 号） 人员；    以来到过和平镇福鑫包装厂 人员；       后到过和平镇金牛王牛肉面 人
6848,永康微生活,2022年10月12日 22:36  来自 iPhone客户端,关于永康市发现 例新冠肺炎初筛阳性人员 通报       时，永康市发现 例外省来永初筛阳性人员，为隔离管控中发现，无社会活动轨迹 请广大市民积极配合疫情防控工作，非必  前往高中低风险区或有病例报告 地区；省外来永返永人员提前 天通过“返永通”进行报备，落地后提供
6850,米星是兜兜呀,2022年10月12日 22:00  来自 iPhone客户端,搬到隔壁 平常领导们  这个 抽烟开门开窗通风一上午 管事下去去食堂灌 两瓶醋来煮沸放养生壶 保温 敞开盖熏屋 🙉 L米星 兜兜呀  视频
6852,青岛市清大东方消防培训职业学校,2022年10月12日 21:29  来自 HUAWEI P50E,时至 时菏泽市新增本土无症状感染者 例        时至 时，全市无新增本土确诊病例，新增本土无症状感染者 例 为省外返鲁人员，系重点人员筛查发现 无症状感染者  男， 岁，现住定陶区马集镇 无症状感染者  女， 岁，与无症状感染者 系夫妻关系，现住定陶区马集镇
6897,亚马乌罗提天选摸鱼人,2022年10月12日 17:46  来自 微博 weibo.com,通风憋得 头晕目眩，好 容易开个门窗又被人关上 ， 如给 个痛快吧真  升天
6905,张阿点吖,2022年10月12日 16:46  来自 HUAWEI Mate 40 Pro,好家伙，因为同事  吃早饭， 开窗通风， 感冒
6913,Flapdoodle昨日书,2022年10月12日 12:30,建议  能 能开开窗通通风
6915,雨点躲日落的疏烟,2022年10月12日 12:13  来自 K30 至尊纪念版,疫情防控 放松，国庆节后上班 注意， 工作场所勤通风， 环境常消毒，戴好口罩少聚集，勤快洗手别大意，疫情防控 松懈
6922,辽宁东戴河新区管委会,2022年10月12日 10:01  来自 微博网页版,关于对葫芦岛市部分地区实施静态管理 紧急通告当前， 市部分地区疫情防控形势严峻复杂，为保障广大人民群众生命安全和身体健康，阻断疫情传播途径，经葫芦岛市疫情防控指挥部研究决定，自       时起，对连山区 龙港区 杨家杖子经济开发区全域和绥中县万家镇 西甸子镇实行静态管
6937,小菜鸟UPUP,2022年10月12日 09:01  来自 荣耀30 Pro 5G,这半层 只有两个女生亲爱 同事们能 能打开窗帘打开窗户通通风
6942,葫芦岛市实验高中,2022年10月12日 06:31,葫芦岛市实验高中  紧急通知 葫芦岛部分地区静态管理 天当前， 市部分地区疫情防控形势严峻复杂，为保障广大人民群众生命安全和身体健康，阻断疫情传播途径，经葫芦岛市疫情防控指挥部研究决定，自       时起，对连山区 龙港区 杨家杖子经济开发区全域和绥中县万家镇 西甸子镇
6943,建昌融媒,2022年10月12日 06:19  来自 微博网页版,关于对葫芦岛市部分地区实施静态管理 紧急通告当前， 市部分地区疫情防控形势严峻复杂，为保障广大人民群众生命安全和身体健康，阻断疫情传播途径，经葫芦岛市疫情防控指挥部研究决定，自       时起，对连山区 龙港区 杨家杖子经济开发区全域和绥中县万家镇 西甸子镇实行静态管理 天，
6951,RENNNN____,2022年10月11日 16:19  来自 荣耀30 5G,感觉一秒 待 下去，能 能通风两个 以后再进去 会死人
6968,qiuguoguo_2011517,2022年10月31日 16:52  来自 HUAWEI P40 5G,上下班 防护好， 用品常消毒，接触用品勤洗手， 内多通风，接待来客戴口罩，天凉注意添衣物，加强运动防感冒
7003,鲁中网,2022年10月27日 10:18  来自 360安全浏览器,[淄博市新增 例新冠病毒阳性感染者]     - 时，淄博市临淄区报告新增 例新冠病毒阳性感染者 其中， 例系集中隔离点发现， 例系社区筛查发现 目前，新冠病毒阳性感染者已由负压救护车闭环转运至定点医院隔离医学观察，后续信息将及时向社会公布  此提醒广大群众及时关注官方发布 权威信息，
7038,薄荷王圈O,2022年10月26日 09:51  来自 HUAWEI P20 Pro,王源 世界怎么这么安静，感觉被所有人抛弃  这个逼世界怎么这么吵 ？ 这么大点儿电梯， 吵妮码呢？ 知道电梯 通风吗？少呼出点二氧化碳行 行？这个逼 怎么这么吵 ？ 能 能换组？有什么话 能微信 ？有什么话非 这么大嗓门？
7048,瘸子猛踹好人的腿,2022年10月26日 08:59  来自 iPhone 8 Plus,早上起来推开  门被韭菜屁围绕   吃 韭菜放 屁能 能开窗通通风自己闻   吧？
7071,十号牙医丶10,2022年10月25日 15:22  来自 无伞更要跑Android,环翠区发现 例新冠病毒无症状感染者       ，环翠区 重点人群核酸检测中发现 例阳性感染者 该感染者为威海裕罗电器装配有限公司（外资企业）仓库工作人员，负责检查入库 进口汽车线束，居住于环翠区温泉镇温泉康城 号楼     至  ， 公司接受核酸检测 次，结果均为阴性   晚
7073,做吃货先脱贫,2022年10月25日 13:13  来自 HUAWEI P20,早上进 第一件事通风，发现窗帘？上有一只长 毛毛虫，心理阴影面积有点大，然后两个高 级 小朋友帮忙处理 老师，这 尸体最近被虫咬出毛病 ，村 晚上加班 时候，  虫，手脚 有疤 ，脸上 还没好早上开始打扫 ，中午小朋友帮忙一起，终于好   资料室幸好有  草陪
7095,新天地的小窝,2022年10月24日 00:25  来自 三星Galaxy S10+,已打卡 天 据西藏 报官微消息，    ，自治区应对新冠肺炎疫情领导小组 印发通知，对全区全面有序恢复生产生活秩序作出安排 通知称，  初本轮疫情发生以来， 以习近平同志为核心 党中央亲切关怀 高度重视下， 国家卫生健康委 国家疾
7096,西南科技大学凡爱志愿者团队,2022年10月23日 22:55  来自 HarmonyOS设备,周末 快 结束啦，一起来看看小蚂蚁 美丽教室活动心得吧 这次 美丽教室活动  进入大学参加 第一次活动， 们迎 正午阳光，提前来到教师休息室集合，每一位伙伴 脸上 透露出能参与这次活动 喜悦 带队组长将
7097,雅陵地毯,2022年10月23日 17:36  来自 小户型装修超话,小户型装修 雅陵地毯 | YaLing方块地毯  地毯 拼接地毯与声学质量调节噪音对人类健康至关重   健康 音响环境能促进理想 感觉和精神状态，如快乐 专注和生产力  房间有许多声源，如空气中 语音或无线电噪音，通风系统 结构噪音，脚步声 敲击声等 房间声学取决于声
7111,Halrrzisbon,2022年10月23日 09:27  来自 iPhone客户端,早上  韭菜味 逼得把门打开通风 笑死
7114,上海宛畅,2022年10月23日 08:52  来自 微博网页版,HONEYWELL霍尼韦尔GD 一氧化碳传感器应用- 环境监测- 监测燃气管网或燃气管 泄露率- 停车厂，隧道以及易爆易害气体- 用于通风，空调或楼宇控制系统 技术参数范围 ~ PPM原理燃气浓度转换成阻值变化供电电压 Va / Vd 输出信号 ~ Vd  ~ mA偏差稳定度＜ % 全量程无积累
7125,临沂市广播电视台经济广播,2022年11月15日 20:20  来自 微博网页版,疫情发布       时至 时，全市报告新增无症状感染者 例，其中兰山区 例， 例系集中隔离点检出， 例系居家隔离医学观察检出；平邑县 例，均系集中隔离点检出（包含 例省外返临人员  例省外入临人员）；河东区 例， 例为省外返临人员，系集中隔离点检出， 例系社区筛查检出；兰陵县 例，为
7146,燕赵聚焦,2022年11月15日 05:50  来自 HUAWEI Mate 40 Pro,经开区疾病预防控制中心关于初筛阳性人员活动轨迹 公告      -    ， 区河北工程大学发现初筛阳性人员 人，现将主 活动轨迹公布如下  初筛阳性人员      --    河北工程大学宿舍，   三餐厅，   于能环楼全员核酸，   三餐厅  初筛阳性人
7147,用户7343642215,2022年11月15日 00:14  来自 vivo X80,正确 防护措施 知道上下班 防护好， 用品常消毒，接触用品勤洗手， 内多通风，接待来客戴口罩，天凉注意添衣物，加强运动防感冒
7180,好运的城,2022年11月12日 19:21  来自 同城热搜的iPhone客户端,关于盐湖区新增病例活动轨迹 通告       时- 时，运城市盐湖区新增新冠肺炎病毒阳性待诊断 例 现将其活动轨迹通告如下 病例 男，临猗县猗氏镇崇相西村人，福建省宁德新能源电池厂职工，    从宁德市出发返运，    抵运，    核酸检测阳性后被转运至运城市第二医院（运城市
7184,韵味河北,2022年11月12日 18:12  来自 微博网页版,桥东区新增 例无症状感染者行动轨迹      ，张家口市桥东区 社会面检出 例新冠肺炎病毒阳性感染者，经专家会诊，均判定为无症状感染者 目前，已对所有追踪到 密切接触者全部采取集中隔离医学观察措施，各项防控措施正 有序进行 现将行动轨迹公布如下 无症状感染者      ，   左
7194,黄河播报,2022年11月12日 07:23  来自 华为Mate30E Pro 5G,湖滨区紧急提醒 到过这些场所 请立即报备    ，湖滨区排查出 名密接人员，活动轨迹涉及 区多个场所，经风险研判，请相关时间段到过以下风险场所 人员，立即主动向所 社区（村） 单位（或入住酒店）报备，按照政策 求配合做好“一扫三必查” 隔离医学观察
7195,来自天鹅之城的小团团,2022年11月12日 03:15  来自 三门峡超话,三门峡 湖滨区紧急提醒 到过这些场所 请立即报备    ，湖滨区排查出 名密接人员，活动轨迹涉及 区多个场所，经风险研判，请相关时间段到过以下风险场所 人员，立即主动向所 社区（村） 单位（或入住酒店）报备，按照政策 求配合做好“一扫三必查”
7197,陈仲凯的大长腿,2022年11月12日 00:49  来自 HUAWEI P40 5G,连续一周早睡头 疼，眼 花 上一天班后格外难受 因为， 没通风 好像 棵树，会因为 喝水 蔫吧  好像 条鱼，密闭空间会头痛，需 新鲜空气
7202,随记同学,2022年11月11日 23:47  来自 定州超话,定州 定州市新冠肺炎疫情防控工作总指挥部 关于新增 例新冠病毒阳性感染者 通告      ， 市 集中隔离人员核酸检测中，发现 名阳性感染者，经专家组会诊，确定为无症状感染者，现已转运至定点医院治疗 该人家住息冢镇流驼庄村，系外市协查推送密接人员，于    返定，落实
7224,Atalk汐缘大叔,2022年11月11日 12:25  来自 微博 weibo.com,大叔  霉运 厄运 预兆？人 一生 可能总 顺风顺水 人总会走霉运，倒霉之前 会有或多或少 征兆， 叫心血来潮 倒霉来临前 预兆  工作极 负责工作极 负责，混 子   部门 小头头，工作清闲，看看文件，写写材料什么  慢慢 ， 养成 混 子 恶习，工作 能拖 拖，能甩 甩
7229,独特的个性666,2022年11月11日 11:36  来自 微博网页版,"""如何预防呼吸道传染病？养成良好 个人卫生习惯；（ ）打喷嚏或咳嗽时应用手绢或纸巾掩盖口鼻   随地吐痰，  随意丢弃吐痰或揩鼻涕使用过 手纸 （ ）勤洗手，使用肥皂或洗手液并用流动水洗手， 用污浊 毛巾擦手 双手接触呼吸道分泌物后（如打喷嚏后）应立即洗手"
7233,中国普陀,2022年11月11日 10:18  来自 360安全浏览器,关于进一步落实疫情防控工作 公告（  第 号）来源 舟山发布鉴于当前 市严峻复杂 疫情防控形势，为切实保障市民群众生命安全和身体健康，经研究，现 进一步加强全市疫情防控工作公告如下 一 自     时起， 市本岛范围内居民及其他 舟人员常态化核酸检测频次由 小时调整为 小时
7236,枣知金日,2022年11月11日 09:55  来自 iPhone客户端,有关滕州 薛城 市中 疫情通报关于滕州市新增确诊病例和无症状感染者 通告       时至 时， 市新增新冠肺炎确诊病例 例，系集中隔离点检出  市新增无症状感染者 例，均系集中隔离点检出 目前，上述阳性感染者已闭环转运至市级定点医院 当前疫情形势严峻复杂，请广大群众自觉遵
7270,Tumaariss,2022年11月30日 18:48  来自 iPhone客户端,上班期间 做好防护，常用 用品 常消毒，接触公用 品后及时洗手，  内定时通风换气，天凉请注意添加衣物防止感冒
7276,小可爱_七七,2022年11月30日 17:29  来自 微博视频号,小偷将钻石藏 工地，可出来后工地变成警局，于 他扮成警察潜入 L小可爱_七七  视频
7296,叶岚M,2022年12月15日 22:39  来自 nova5Pro人像超级夜景,同事陆续阳，阳  回家，  每个人  病毒携带者，目前虽无 适，核酸结果一直检测中，懂得 懂 已经想到各种解决方案，身边有人阳 住到公寓 ，现   住到公寓 ，队友居家  结果小朋友同学阳，重点 一起玩 半小时，接 队友核酸异常， 和队友晚上喉咙开始有点 舒服， 乖乖
7297,牛金鹏,2022年12月15日 22:36  来自 小米9 Pro 5G,据 现 出现 新兴产业“阴间” ，一周只需三百元，独立通风系统，让 工作无忧，自次阴阳永世相隔
7299,烟雨墨轩,2022年12月15日 22:09  来自 HUAWEI Mate30 Pro 5G,虽然 晚上自己测 一下还 一条杠，但 和 一起  同事阳 ，今早 俩还 一起打开口罩吃早饭，中午吃午饭 密闭   通风开空调  目前只 鼻子喉咙干痛，估计  久 ，但 有可能    等待它 到来既惶恐又充满 期待
7300,艾心营养,2022年12月15日 21:56  来自 iPhone客户端,部门 个人， 环境较密闭， 两位同事确定🐑，还有三位似重感冒，剩下最后三位 坚守岗位 但愿 们能坚守到最后💪昨天有人出现症状后开始戴口罩， 得知有🐑后开窗通风，采取措施还 有些晚   所以还没沦陷 朋友们早点注意 内  戴口罩
7301,太平山老王媳妇儿,2022年12月15日 21:43  来自 HUAWEI P50,- - 晴复工第一天，工作量 大，约平时 一半 节奏平缓，感觉舒适  冷，冻脚，暖气很热，田鼠仔细感受 一下，发现冷风 从门下边 缝隙进来  开门一看，正对面小厅 窗户大开 ，风呼呼吹往 灌，吓得田鼠打 哆嗦关上自己 门 这 分诊大姐开窗通风，病毒能 能吹走 知道
7302,黑夜学派-,2022年12月15日 21:39  来自 荣耀30 Pro 5G,上周五隔壁部门 经理过来  部门  几句话+ 和他们一起订 外卖螺蛳粉，去 一趟他们 放外卖 第二天（周六）听 经理周五晚发烧+阳性 周六周  无任何 适 这周一又阳 两个同事（ 自己部门 隔壁部门），到 下午 突然开始头疼，后来变为腰疼 四肢乏力，精神状态差等等 下班后打
7303,幼儿袁小霸王,2022年12月15日 21:33  来自 iPhone客户端,分 一下 🐑  历程第一天一起床，觉得身上有点微微 刺痛感，腰酸，当时还想     没睡好，到 公司上班痛感越来越强烈且伴随 发冷，心下已经怀疑   中招 ，一直忍到中午，和同事一起去做 核酸 回公司午休 一小会 下午腰痛难忍，冷 一直冷，平时  穿一件西服外套 够  加
7304,都是真的u,2022年12月15日 19:58  来自 荣耀8X,息高  干什么 ？别人放假  放，还十六号回班复学，这两天连核酸  做，去 谁知道谁没阳？除 上厕所 让出班， 让进老师 ，感情老师站讲台上  会被感染，还 学生穿厚点，开窗通风，这TM这十冬腊  穿多厚坐风窝  冷？病毒没死学生先冻嘎 研究一下午  这结果
7305,7iAmo_,2022年12月15日 19:39  来自 HarmonyOS设备,现实 规则怪谈  .远离走路摇摇晃晃 路人，他们有可能戴口罩， 有可能 戴口罩 .hs显示异常时，需戴好防护工具寻找全身白衣服 人，如果没有异常尽量远离白衣服 人 .如感到体温升高，立马找 独立空间躲起来，打通讯录 名为社区 电话，他们会安排穿白衣服 人来找 或者给 送两个小盒子 .
7309,有栖雲舒,2022年12月15日 17:44  来自 iPhone客户端,单位上级有 阳性  ，他上午 单位没戴口罩，来过 们  话，他阳性 消息一传过来整栋楼 慌 ，  领导姐姐马上 打电话给家 让家人开窗通风酒精消毒（她家 有孩子），大领导赶紧让 们现  出去做核酸一下午人心惶惶 没做什么事 （）晚上本来还 加班去 晚会现场，现
7310,Sereinity,2022年12月15日 17:09  来自 iPhone客户端,现 会议 已经直接户外进行 美其名曰 通风比较安全还好 老师给发 一盒抗原，拿 几个回家， 然 上海这个德行， 连抗原 买 到
7312,桥哥你好,2022年12月15日 15:09  来自 iPhone客户端,昨天下午开始发热，下肢和后腰有些酸痛，有些鼻涕，半夜爬起来测 抗原，还 🐑  绝对  病毒载量太大 Ｎ  没用，还 通风 今早起来发热已经退去，头还 有点重 喝 两包板蓝根，其它药暂时没吃 希望  反复发烧 好
7313,泰东方国际,2022年12月15日 15:02  来自 微博网页版,厦门目前新冠形式仍然较为严峻，很多孕妈妈及家人们很 担心，万一感染 怎么办？第一，最好能够 孕前打疫苗，增加自己 免疫力；第二，对基础病预防，尽量调整好 再怀孕 第三 孕产妇外出或到公共场所时佩戴口罩，到医疗机构 诊时佩戴N 口罩 少到
7314,福旺财旺运气旺77,2022年12月15日 14:51  来自 OPPO Find X3 Pro,两点一下，出门n ，  水  敢喝一口，每天消毒通风
7315,静候的从容,2022年12月15日 14:50  来自 HUAWEI P40 Pro 5G,身 发热门诊天天泡 病毒 ，又上科住院，天天接触科 上班 每个同事，好多同事阳 ，和他们共处一间 ，还  单位吃饭，睡觉 能时刻带口罩，反正目前没有症状 当然 还 很注意防护 ，每天 通风至少 小时， 拖地，擦 用品，  睡觉 被子全部用袋
7316,曦曦曦xi_,2022年12月15日 14:46  来自 iPhone客户端,坐 对面 同事感冒 三天，成为 领头🐑 虽然之前隐隐有些感觉，每天开窗通风，但这几天   们一直 没有戴口罩（而ta总咳嗽打喷嚏🤧），这周晚上回家 有点畏冷头疼（ 可能 穿少 风吹 ）   消杀 一上午，另一位同事  自己这几天嗓子疼头疼， 许
7317,小春此去,2022年12月15日 14:40,觉得重点 防止病毒进入口鼻，避免口鼻暴露  安全 空气中，改掉用手触摸口鼻 揉眼睛 习惯  仅 外防（外出），还 内防（家中）  能想到 做法  .出门戴好n 口罩，尽量与他人保持两米以上距离  如果安全可以摘下来（或者换普通口罩），但 出 办
7318,爱美食的小羊羊,2022年12月15日 14:37  来自 iPhone客户端,同事家公公感染 ，同事  能上班 ， 家伺候老人照看孩子，一早到单位先对 进行消毒，酒精各种喷，八四擦地，通风一小时，合作单位 来送资料 人 他们那 感染 俩，没敢进门放下材料 走 ， 们领导冒 疫情 风险去南方出差 得知孩子 朋友 🐑 ，放平心态平和面对现实吧，吃
7319,你的网友张女士,2022年12月15日 13:22  来自 Android,这两天 状态 同  同事重感冒请假回家-立刻给 消毒通风-同事传来消息确定阳 -回家隔离做核酸-混管阳性-去做单管核酸-结果阴性-继续隔离做核酸
7320,漂移狂魔李有田,2022年12月15日 12:46  来自 Android,护目镜+N ，随身携带消毒液 家 门口，私人 门口放免洗洗手液 进  必须佩戴口罩 家 出门上班后楼上楼下开窗通风  聚集 希望能挺过初爆发这几个  等爆发期过 ，医疗资源空出来  阳  无所谓
7323,canyi是摩羯座,2022年12月15日 12:35  来自 Note 9 Pro 一亿像素,放开之后单位 求还 每天 核酸 记录一下这几天 周一 上午跟同事A B C一起去楼下小区 做核酸，四人同一管 核酸结果一直未出 周二 接到社区短信，混管异常 跟同事A一起 近做单管，现场 求做单管 人超级多，一片混乱 中午等核酸结果未回家，与A一起食堂 餐 周三 凌晨一点多核酸
7324,半钱-有酒醉,2022年12月15日 12:32  来自 HUAWEI P30 Pro,上周四成 开始大传染  还没阳，应该 躲过 第一波冲击波想想 做 什么 其实第一天（周四） 只戴 医用外科口罩，n 还没到货，所以口罩防护等级  最关键因素最重     .远离人群· 减少  待 时间（减少 必 聚集）· 必须与人接触时，提
7325,阿梓好困,2022年12月15日 12:28  来自 OnePlus 8T,坐   还 戴口罩 为 通风还一直开 窗户 工作环境恶劣 但这   让 天天回家加班到晚上十一二点 理由
7326,中三百万就辞职真的,2022年12月15日 12:25  来自 iPhone,讲讲这个几把同事，早上来，一开口， 们 场 人 惊呆  因为完全  安小鸟被毒哑 声音，   阳 吧？她苦笑  ，应该 感冒吧， 倒希望阳 但 一点  信，然后过 会她去 级部  个抗原，然后 看她 开始测 ，  出去  然后她测完 回来 ，她还喝 口水 然后  出去打电话 ，
7327,赫妈是爱可乐果汁,2022年12月15日 12:15  来自 iPhone 13,早上起床，吃完早餐洗漱完，下楼带乐乐去超市买柠檬和橙子，到现 午饭，随手弄点面条吃 外面还下 蒙蒙细雨柠檬 元一包 个， 拿 三包，结帐却  元一包   元一包 昨天 价 只拿 一包后来，还有大袋橙子药店买 小孩 一点药，还有板蓝根，抗原买 两包，一包 支， . 元一支所有
7328,卷卷土重来,2022年12月31日 22:20  来自 iPhone客户端,即将迎来   ，身边大部分 全羊 ，连续两周接触 同 羊，  幻阳 ，一有点精神状态 好 头疼头晕 喉咙 舒服 以为 入圈 素 身体最弱  ，居然还没进圈，试 总结一下至今没有阳 原因      这两周天气暖和，最近气温   - 度之间，早晚温差大，但太阳特别给力 天气比较干燥，
7329,keenpearl_从头开始当阴险小苟,2022年12月31日 21:23  来自 ランガのiPhone 12(白色),之前   戴口罩意思一下，应付一下商场/地铁/公交检察员，没人管  边吃边玩    之后   检查气密性，N 口罩即便户外 得焊死，喝水？  有人喝什么水，跑到楼下通风处看没人再吨这 子怎么会过成这个鸟样 阿西
7330,酒酿樱桃a,2022年12月31日 20:50  来自 iQOO Neo5 生而为赢,最后一次流水账～复工第一天遇到隔壁  同事，叮嘱  三遍“一定戴好口罩，公司现 什么毒株 有”；居家 到脑袋  好使 ，逮啥忘啥，加 个班，到家想起忘打卡下班 ，大冤种差点复工第一天白干 晚上跟小小萱视频啦，离 远远 她好小
7331,月球失联,2022年12月31日 19:57  来自 iPhone客户端,由什么组成  教综，英语，粉笔，一秒 开心，房间 书桌，搬回旧家，烈 ，小电驴，图书馆，泡面，欧巴烤肉饭， 通风  ，四个  晚班，和 益增长 焦虑组成    拜托
7332,是个废话小会计,2022年12月31日 18:38  来自 iPhone客户端,最后一天早上睡到   醒来，吃 个牛奶麦片+煮鸡蛋， 去做加班人 ，穿 厚厚 羽绒服应对开窗通风   听歌打工一上午，中午吃猪肚荷包蛋豆腐青菜粉，适合 这个阳康人 回 削 个苹果，小赖姐 水果协会 苹果 抓紧吃 吃完睡 个午觉下午继续喝水 吃零食 加班，领导
7336,罗妮zyzyyuan,2022年12月29日 10:34  来自 微博网页版,水木上看到 帖子 “想买个管子，这边通窗外，另外 口 吸 ，  吸 空气 ，怕别人 ，没敢” 突然想到，这   通风橱吗
7337,奔跑中的小蜗牛几何学家,2022年12月29日 10:20,早小可宝贝早上 有事晚到 半个小时，几乎每次 晚到 会被老s发现， 么  进院 时候打 手机， 么让别人找 为什么没  ， 还好，没有接到手机，但一进 ，座机上还 发现 老s 未接来电小可， 恢复 怎么样？ 们 同事，周一 已经来上班 ，昨天  发烧
7340,不拉多-,2022年12月29日 09:21  来自 iPhone客户端,走廊有人 打喷嚏，躲   敢出去 从  第 阳性开始，  戴上 n  多喝热水，多通风，远离人群，  挺住
7341,小杨生姜477,2022年12月29日 09:11  来自 小米11 Pro,最近心情很低落，可能   让开窗子，根本 通风所以感觉大脑缺氧 坐    时候眼睛很 舒服，有时会感觉心脏有点闷闷 ，赶紧停下手  工作，那一刻感觉自己脑袋完全放🈳  有种自己好像   和 楼🏢 感觉， 像 那一刻 好像  梦 ，梦 什么 没发生 真  像
7342,CC陈小瑶,2022年12月29日 08:50  来自 iPhone客户端,部门 阳 ， 留  阳康人士上班， 仅每天给各个 开窗通风，还得每天给领导 鸟喂食喂水
7343,Su1cheng,2022年12月29日 08:25  来自 HarmonyOS设备,由于大家 阳过，并且 坚持 几天分餐制（  食堂吃打包带到 吃）昨天开始大家 摆烂 ，既然 阳   转阴 早餐汤汤水水  好打包 直接 食堂十分钟解决   本来  准备十分钟 食堂快速吃完但   那个周五才阳 还没转阴 同事来上班 （只有两天 放假 还来上什么班爱什
7344,闲听清风,2022年12月28日 23:28  来自 Redmi K50 至尊版,周三昨天晚上应该  点那边 睡 ，  很困，然后睡到 一点钟吧，  起来上 个厕所，磕 个弹，倒 杯水， 爸竟然 洗澡，  怕冷那  继续睡，  感觉很冷，   穿 羽绒服出去 ，背后还 有点发冷 那种，因为 正装 会 强一点，但 后来 还好，没有糟糕四点多 时候又
7345,616coco,2022年12月28日 22:11  来自 vivo X30 Pro专业影像,『咩记Day 』羊羊出没，这会状态好些  一整天手脚如冰块，下午量 三次   . °徘徊，果断请假 开启预案，通知家人戴好口罩，小羊人即将抵达（别问 为何会做预案，除 自己觉得有必 ，还有一位大咖一直提醒），虽然知道 淡定接受，坦然对待，还 会急，和队友通  没有答案 电话，
7347,啦啦队呼啦啦,2022年12月28日 20:44  来自 vivo S9 极夜柔光自拍,本羊最快恢复 昨天早上  瑟瑟发抖，怀疑  通风开到太大，中午头晕确认应该 羊 ，下午回家，体温 . ，昏睡到半夜 点多才感觉头没那么疼，中间偶尔醒一下马上睡 ，并吐 一次，空腹 小时，没喝什么水  上午体温 . ， 只剩一点头晕 ，下午基本痊愈，没有症状 ，点 外卖 晚上已
7348,Hanhan_要努力呀,2022年12月28日 20:20  来自 iPhone客户端,开窗通风，通 头有点懵火速去吃烤肉
7349,癸巳先生说命理,2022年12月28日 19:58  来自 微博网页版,电脑 摆放风水位周围  摆放太多杂物 电脑四周 需 开阔 空间 ，如果电脑附近太多 杂物这样让人 使用电脑时 仅很压抑而且有时候 无法专心工作 其次还 注意空气流畅电脑 摆 空气比较流通 地方，这样既能减少电脑 辐射， 主人  会有什么影响，如果 摆   流通 地方，人 会
7351,明哥super,2022年12月28日 18:43  来自 微博视频号,一股怪味 L明哥super  视频
7352,焓暖,2022年12月28日 11:45  来自 iPhone客户端,能把 通通风 消消毒？挂几个塑料纸灯笼真 好廉价 行政同事👍
7356,无情暗影翘屁大祭司,2022年12月28日 10:41  来自 vivo X70 Pro蔡司影像,新装修   通风第一次带手套玩手机好冷，希望买 暖手宝可以快点发货
7357,Ellatlp,2022年12月28日 08:22,衣服穿得太多 根本动    谁叫 坐  对风口空调完全没有用，现 还 通风  妈耶
