,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
679,3059,3059,3236,11805,蝶diiFx,2021年01月12日 21:24  来自 iPhone客户端,这 生活起步 人，每个人手  会捏一张生存底牌燥热 空气    白噪音环境下，每个人心中难挨 闷闷作响水停 冬天 冰封住  层以上管道凿 开有序致列 人们 第一天和 一起关 门外 小姐姐因为还没办到卡，最后一天 们又再次相遇  忘记带 临时 卡， 然 们 会相认 人群太,1,-1
680,3060,3060,3237,11808,彼心飞扬,2021年01月12日 19:49  来自 HUAWEI P10 Plus,- ℃，受晴空辐射影响室内还 很冷 ，上午 单位居然冻 个双脚冰凉（手 热 哈）🙀～走路回家+煮食鸭血粉丝汤+烧热水袋，中午躲进被窝终于暖暖地眯 一会儿 下午直接往 那双保暖鞋 塞 两片暖宝，暖和 至于本轮冷空气能否让广州成功“入冬”？广州气象台  等    时回看才可确定（,1,-1
681,3061,3061,3238,11809,俺是间歇性话唠,2021年01月12日 19:08  来自 HUAWEI nova 3,待 乡 这几个 才切实 感受到 山  孩子想通过学习走出大山  易   别 ，冬天住校 孩子完全没有取暖措施， 个手  紫红色 ，  某 时刻，而 一直  紫红色 ，光 紫红色还 好 ，更惨  还有或大或小 冻疮 想想 有 时候 没有取暖设施 情况下写字，那种手僵握 住笔，写,1,-1
682,3066,3066,3244,11830,傻哥小盆友,2021年01月12日 12:52  来自 荣耀9 美得有声有色,多好 视野，角度 空气好 时候  南山 阳光 充足 规划 老板 ，搞 懂为何他  ，搞成健身房，正好晒太阳,1,1
683,3068,3068,3246,11871,夢糖遊記·,2021年01月12日 11:14,为什么这么冷 坐   瑟瑟发抖什么时候冷空气能过去  需 暖暖 冬天又 沿海城市 一吹风起来人 傻,1,-1
684,3074,3074,3252,11900,乘物以游心5166,2021年01月11日 21:13  来自 HUAWEI Mate30 Pro 5G,图一， 早上风呜呜 ，而且空气质量很差 西北 冬天刮风最可怕，有沙子打脸 所以没出去跑步 最近健步 经验，零下二十几℃可以忍受，而且舒服极 （爽） 生活远比想象中 令人惊讶 怎么会 这样？？好或者 好，而自己 远比想象中更柔软和更强大 安全感 真正,1,-1
685,3080,3080,3258,11915,夜空中的星星之泉,2021年01月11日 17:38  来自 Redmi Note 8 Pro四摄,换 新 ， 习惯，空气 流通，难受,1,-1
686,3085,3085,3265,11925,天水市博物馆,2021年01月11日 16:39  来自 微博 weibo.com,天水市博物馆疫情防控措施指南为指导落实好新冠肺炎疫情防控各项工作 求，确保 馆疫情防控工作有序开展，制定本指南 一 加强人员健康监测（一）做好职工健康管理 按照当地 求分区分类进行健康管理，对职工每 进行 次体温检测 及时掌握缺勤人员健康状况 （二）做好游客健,1,1
687,3098,3098,3278,11959,kikkkia,2021年01月10日 22:02  来自 Redmi K30 5G先锋,满打满算 吸    甲醛 ，还换 两个地方吸，给大家测评一下甲醛吸后感  实 好受，哪个公司让 吸甲醛，  快逃吧   第二个甲醛地，清清楚楚地看到玻璃上贴 甲醛检测合格证明，骗谁呢？ 怕 一瞬间 合格，每天 有新装修，  看 油漆桶装修工人进进出出， 告诉 甲醛合格？还有发,1,-1
688,3100,3100,3280,11962,口吃患者Torry,2021年01月10日 19:42  来自 iPhone SE,空气干燥到一天 喝掉两盒果汁,1,-1
689,3106,3106,3286,11975,幸福哪有那么复杂,2021年01月10日 08:48  来自 荆门超话,荆门  荆门人 空气重度污染 这件事 一定 知道   正确戴口罩雾霾天气使用普通口罩基本起 到什么作用， 佩戴正规合格 与自己脸型大小匹配 防尘口罩，佩戴口罩 时间  过长，老 人和患有心血管疾病 人 尽量避免佩戴口,1,-1
690,3109,3109,3289,11978,温差六百一,2021年01月09日 21:50  来自 珊珊iPhone客户端,领导一放假    空气 甜 许多 北京·北京方向,1,1
691,3114,3114,3296,11991,HELLO琦琦_,2021年01月09日 15:38  来自 微博极速版,这几  吐槽 无数次现  冬天  冷 ，今 最冷 时候   家  深刻觉得原来 因为这几  冬天  很少 家 过，主  家  冬天太难过 今  冷跟印象  每 冬天一样，整天整天 手冷脚冷，家 无数个门之间 风 能让 冷 发抖上班以后经常躲 宿舍或者  ，自己 宿,1,-1
692,3115,3115,3297,11992,人类的悲喜并不相通bot_,2021年01月09日 15:19,师姐来   一顿操作 噪音➕开窗户➕拉窗帘拉来拉去➕喷空气清新剂  和俩同学呆 一上午 很和谐，除 一起吐槽空调 太制暖以外没啥其他问题  没事， 带 祖马龙喷自己，狂喷,1,1
693,3117,3117,3299,11996,胡椒起司-,2021年01月09日 14:20  来自 iPhone客户端,喷嚏 停 感冒 断  夹缝生存好想破窗逃出去新鲜空气,1,-1
694,3124,3124,3307,12023,再偷看就把你吃掉,2021年01月08日 21:02  来自 iPhone客户端,现 躺 酒店房间 得动弹，每天 被 浑浊 空气和直勾勾 电脑屏幕搞得晕头呕心 下午看到某KOL去世，  同事 好朋友，消息太突然，距离太近，以致顿挫震惊 这周无实质工作及进展  结结实实走路撞 门上，昨天  等车两个多小时，等哭  ，生活，依旧很难,1,-1
695,3126,3126,3309,12026,Iqiemnil,2021年01月08日 19:33  来自 华为手机 畅享玩不停,救命 这个天真 好冷  这本该 气血方刚  轻人  坐   脚 没暖过 冷得脚掌 散发寒气 公司  为增加空气流动性 开 新风系统  像 冰柜   被急冻 咸鱼下班走去搭地铁这段路 迎面而来 风让 招架 住 开始羡慕去 这个时候 家    然而今 上班到小 才放  知道那时候,1,-1
696,3129,3129,3312,12030,成应飞,2021年01月08日 18:42  来自 HUAWEI P40 5G,体感 四度，难怪 坐   冷得浑身 自   来 奇怪，这  待过 最冷  ，冷空气感觉没有入口，估计  跟 人从电梯中蹿上来 ，对，  一点点 带上来,1,-1
697,3132,3132,3316,12047,AndMrZ,2021年01月08日 15:02  来自 河南城建学院超话,河南城建学院 河南城建学院  河南城建学院 亲爱 同学们，大家  冲动，作为皇家城建 学生， 们 动之以情 晓之以理，大家想想，宿舍没有空调，尤其学校大部分 南方 同学，没有经历过这么冷 温度，如果感冒 会 会大规模传染，会 会与新冠疫情联想到一起,1,1
698,3133,3133,3317,12055,enjo---y,2021年01月08日 14:25  来自 河南城建学院超话,河南城建学院 河南城建学院 河南城建学院 河南城建学院 河南城建学院  亲爱 同学们，大家  冲动，作为皇家城建 学生， 们 动之以情 晓之以理，大家想想，宿舍没有空调，尤其学校大部分 南方 同学，没有经历过这么冷 温度，如果感冒 会 会大规模传染，,1,-1
699,3134,3134,3318,12056,小嘛小松果,2021年01月08日 14:22  来自 nova7Pro你在焦点在,好～冷～风～好～大～刚用热水袋捂暖 手，暴露 空气中 到半分钟立马变冰块坐  ，   吃零食，   睡觉  长膘  没有理由  珠海,1,-1
700,3136,3136,3320,12061,Karlin_Forsil,2021年01月08日 13:06  来自 河南城建学院超话,河南城建学院 河南城建学院 河南城建学院  亲爱 同学们，大家  冲动，作为皇家城建 学生， 们 动之以情 晓之以理，大家想想，宿舍没有空调，尤其学校大部分 南方 同学，没有经历过这么冷 温度，如果感冒 会 会大规模传染，会 会与新冠疫情联想到一起发生骚乱，第二,1,1
701,3140,3140,3324,12069,广林因心楽,2021年02月01日 16:45  来自 HUAWEI P40 Pro 5G,喷嚏打到脑袋嗡嗡响，眼泪鼻涕一起流分 清究竟  空气 好，还 感冒，还 过敏   上海,1,-1
702,3141,3141,3325,12071,THEOBROMa榄枝秀,2021年02月01日 15:56  来自 微博 weibo.com,今 ，连居住南方广东  们  感觉到入冬没有那么困难，经常每天冻得直哆嗦，抱怨为什么没有暖气 最冷那几天， 对 电脑追剧 时候身上披 毛毯，脚下踩 发热地垫才觉得能活下去 天气冷 同时，空气湿度 蹭下降  以潮湿著称 大南方 有干到令人发指 一天 理所当然，,1,-1
703,3155,3155,3340,12095,必载其重,2021年01月31日 20:00  来自 荣耀10 AI变色更潮美,两事件 .上个礼拜穿马丁靴 某一天，坐  觉得周围一直好臭，以为空气 流通 原因，后面走到人家 位置，人家  怎么好臭 ，  有点尴尬，觉得  自己，但又觉得 可能 ，明明每天 有换袜子，坐 自己凳子上闻 下鞋子，好臭，妈哎，觉得 鞋子皮质 问题，后面和人家一起打稿子，脚,1,-1
704,3172,3172,3357,12133,绿的或是个小妖怪,2021年12月15日 22:33  来自 iPhone客户端,习惯 姐姐 投喂提前穿 过 新衣服空气炸锅首秀Ｎｉｃｅ,1,1
705,3177,3177,3362,12142,美少女进阶记,2021年12月15日 18:07  来自 iPhone客户端,一整天待   觉得好闷热好难受 下班 出来呼吸 新鲜空气感觉好多,1,-1
706,3180,3180,3365,12156,莱斯特-小姐,2021年12月15日 13:40  来自 微博网页版,江苏地区开始进入冬季魔法攻击 ，   看天气预报 温度还行，坐    一刻比一刻冷，那种一丝丝 寒意顺 空气附  身上，像 持续 冰冻buff， 到早上九点半手 没热，终于打开 空调 但  午休后，  已经干 起飞 ， 桌上 温湿度计显示湿度 %，以往   % 喂  和小吉,1,-1
707,3183,3183,3369,12165,Uncle_Oli,2021年12月15日 10:52  来自 iPhone客户端,救命..老板  拿 个新 空气炸锅，有人问这 办卡送 吗？老板淡定   买房子送,1,-1
708,3191,3191,3377,12181,Besense_,2021年12月14日 23:08  来自 Redmi Note 7 Pro,妈  还以为 最近鼻子怎么 ，   空气太浊 一直透气 通 ，二氧化碳浓度过高加上绿植室内作用，还弄得脑袋嗡嗡响,1,-1
709,3198,3198,3384,12199,柚柚子呀丶,2021年12月14日 17:13  来自 三星Note20 Ultra 5G,空气 流通 高温 ，  知道哪 来 怪味，闻 头晕 成,1,-1
710,3200,3200,3386,12201,环图炫视设计印刷,2021年12月14日 15:56  来自 OnePlus 8T,北方 冬天太干燥 ，本来雨水☔️ 很少，再加上室内有暖气 加持，还有空调 暖风☀️， 加剧 室内 干燥程度  光 人喜欢湿润 空气，其实， 内 各种打印机📠 喜欢湿润，尤其 一些大型 打印机和设备，保持湿润 环境， 必 可少 ⚠️，,1,-1
711,3208,3208,3395,12228,偶尔发疯长期稳定,2021年12月14日 08:29  来自 微博网页版,这个时间开窗，朝北  格外 冷，窗外 冷空气打   后背和胳膊， 好苦,1,-1
712,3210,3210,3397,12232,巴啦啦牙牙,2021年12月13日 23:35,每天一踏入  写字楼  浑身上下  对劲，同时经受 风吹和火烤，活人 快变成干尸   恨，这些一 四季  透风 地方 上班和蹲监狱无区别吧，想到 下周才会搬   好想朝空气打几拳,1,-1
713,3216,3216,3403,12255,怡泉净化家,2021年12月13日 11:10  来自 微博视频号,除臭消毒 西安 L怡泉净化家  视频,1,1
714,3231,3231,3418,12324,进击的夕夕子,2021年12月11日 16:38,去 写材料 男同事把空调温度调得高得仿佛身 吐鲁番火焰山 呆  小时呆 住 感觉浑身难受拿 材料拔腿 跑 一会儿到 空气清冷 家 反而觉得又充满 干劲问题来  为毛男人们夏天怕热得 死 冬天怕冷得 死而粉老师夏天 怕热冬天  怕冷 他调 那个洗澡水温每次能把 冻成马,1,-1
715,3237,3237,3424,12339,区块随笔,2021年12月11日 08:36  来自 iPhone客户端,最近几天上班被臭     工位  东边儿，且挨 门口，出门  厕所  们这一层全 多人 大 ，人比较聚集 人多上大号  多，臭味儿 大， 离得又近，加上厕所 排风效果 太好，味道 源源 断地飘过来，尤其 早上来 那一阵儿 现 又 冬天，屋子 开 暖风， 好开窗户，空气,1,-1
716,3243,3243,3430,12349,猪妞妞V,2021年12月10日 22:13  来自 iPhone客户端,出现  空气炸锅，于 尝到 热气腾腾 烤山芋,1,1
717,3249,3249,3436,12356,向着阳光大步走andrea,2021年12月10日 17:59  来自 iQOO Neo3 生而为赢,忽然觉得有新鲜空气多么重 ，中毒雾霾 没觉得如此难受， 甲醛  给 毒晕 ，真 很难过 一天,1,-1
718,3255,3255,3442,12388,Lin夏天呀,2021年12月10日 13:04  来自 iPhone客户端,好累 ，黑暗楼梯间 空气 比 清新,1,-1
719,3256,3256,3443,12396,咪大咪少年花臂,2021年12月10日 10:52  来自 微博轻享版,对雾霾体质太敏感 ，早上带 口罩还 一堆鼻涕，赶紧到 煮枸杞黑芝麻，昨晚上 吃 黑芝麻炖梨，然后下单空气净化器 别舍 得花钱，小命 紧,1,-1
720,3260,3260,3448,12409,假装在捕鱼,2021年12月10日 07:56  来自 iPhone客户端,如果 再帮配 音响和桌面空气净化器，大概会除 睡觉锻炼 待 这   真正 收买（凝聚）人心,1,1
721,3261,3261,3449,12413,不说话是有什么心事吗,2021年12月09日 23:56  来自 荣耀30 5G,吸 一天二手烟，   空气净化器,1,-1
722,3264,3264,3452,12416,郭无话,2021年12月09日 22:48  来自 iPhone客户端,刚下班走出单位 ，清冷 街道和空气让 突然有久违 轻松可惜没走两步  到家,1,-1
723,3270,3270,3458,12425,你要自己捕鱼啊,2021年12月09日 17:11  来自 iPhone,昨晚大哥买 空气炸锅  买 微波炉    以后 带饭 小狗老板 这话 们 没听到,1,1
724,3275,3275,3463,12434,德纪希,2021年12月09日 10:34  来自 微博 weibo.com,保龄球道吧台小花园网球场健身房孩子 主题游乐场主题房间室外泳池以及游泳房还可以来更多 运动场地足够多 车库以及停车位游戏室酒窖小码头足够大 空间保持私密超大 房间图书馆更衣室家庭  - 层高 天花板几个 同主题 餐厅家庭影院环形,1,1
725,3285,3285,3473,12447,赖赖今天暴富了没,2021年12月08日 17:25  来自 OPPO超视野全面屏R15,下午茶 空气炸锅 烤鸡翅香肠 错哦,1,1
726,3286,3286,3474,12448,内心没用的悄悄话,2021年12月08日 17:20  来自 iPhone客户端,少 个能沟通 人差别还 很明显 ，空气 带 沉默,1,-1
727,3288,3288,3476,12451,-是超级甜的咸,2021年12月08日 16:00  来自 🧸iPhone 12 Pro Max,人走  推锅给   自己做什么  光  污染空气 回家带孩子吧 🦙,1,-1
728,3309,3309,3498,12504,小鱼煎饭,2021年12月07日 16:51  来自 iPhone客户端,空气污染属实严重 每天下午  窒息临界点 很烦,1,-1
729,3310,3310,3499,12506,fjzyohgfkhcdjkgcdgkj,2021年12月07日 15:42  来自 nova5Pro人像超级夜景,太讨厌 能 能别抽 ，味道太浓 ，    烟味，空气肉眼可见 混浊， 真 想把 们 杀,1,-1
730,3319,3319,3508,12520,性感神婆在线省钱,2021年12月07日 10:10  来自 iPhone客户端,空气中 弥漫 酸梅 味道，或者泡这类 茶，好香,1,1
731,3345,3345,3534,12588,人生最好是小满520,2021年12月30日 15:42  来自 小米10 青春版 5G,什么玩意，  天天熏香，吸收点清新 空气 好吗,1,-1
732,3346,3346,3535,12592,咖钴咖钯,2021年12月30日 14:58  来自 星巴克中国超话,来看看星巴克万菱汇店 干得有多漂亮  .   . 啡快下单，走过去 . 左右，没准备好，据 有一单啡快 来杯，系统 显示  . 准备好 可  点 斯巴克蛋糕已经放那  （此蛋糕需冷藏） 此刻 理解 ，回楼上继续 ，想 一会儿来拿； . . 去拿，现场如图五  给小哥看取咖啡口令，,1,-1
733,3359,3359,3549,12619,MarcusKingprince,2021年12月29日 17:32  来自 iPhone 13 Pro Max(远峰蓝色),每当 内空气 好 时候 打开戴森 桌面空气净化器，难闻毒雾立马消散，已经陪伴 一 多 ，夏天还可以当风扇，真棒,1,1
734,3363,3363,3554,12631,tweekhk,2021年12月29日 15:48  来自 iPhone客户端,公司最近 知 为 保暖还 为 省钱，把空调关  于 每天到 下午，   空气 变得十分污浊，散发 难以描述 臭味 有点像冬天 出租车，一股脏被窝味儿 呕🤮,1,-1
735,3368,3368,3560,12643,纵观民族,2021年12月29日 07:11  来自 iPhone 8 Plus,河南宝丰县前营村北洗煤厂煤渣违规倾倒破坏耕地污染严重监管缺失近 ，本网记者 断接到河南省宝丰县前营乡 村民反映，位于前营乡前营村北 洗煤企业， 生产经营过程中，随意倾倒煤矸石 煤泥，违法占地 污染严重 破坏耕地 群众多次反映，政府监管形同虚设，污染仍 继续 ”为 解事,1,-1
736,3375,3375,3567,12654,孙孙甜甜ss,2021年12月28日 19:24  来自 HUAWEI Mate 20 X,一直坐教室还没感觉，下课去  一趟再回来 发现空气浑浊得 行甚至有点想吐 地步,1,-1
737,3376,3376,3568,12655,由衣阿喵,2021年12月28日 18:53  来自 Redmi K40游戏版,前两天去 顺 一点植物， 知道能 能净化空气 杭州,1,0
738,3377,3377,3569,12660,小新发多多,2021年12月28日 00:09  来自 iPhone客户端,单位 空气与  和 怀疑 空调导致 ，太脏然后  鼻子又比较敏感 但 同事又跟  单位 空调每  有人 清理最干净 过 上班第一天  打 周末两天还多 喷嚏，鼻涕一边流完另一边又开始流，原先还以为 鼻炎好 呢   女生，时 时 俩男人面前打喷嚏流鼻涕擦鼻子    同事知道,1,-1
739,3380,3380,3572,12665,哪天能正常下班呢,2021年12月27日 20:40  来自 iPhone客户端,空气闷到让 觉得自己 蒸锅  饺子,1,1
740,3382,3382,3574,12668,彤子儿forreal,2021年12月27日 18:49  来自 iPhone 12 mini,想 想最害怕 东西，南方 冷空气绝对榜上有名户外， ，厕所，厨房，卧室，被窝  想成为一块低温慢煮牛排，茶叶，挂耳咖啡，温泉蛋  永远泡 热水,1,-1
741,3385,3385,3578,12677,青青青衣啊,2021年12月27日 15:11  来自 nova7你在焦点在,真    狗 ， 空气本来  流通，现 天气冷 ， 没开空调， 面闷得 死，还一根一根烟接 抽， 特么  有病吗，这么缺抽，怎么 去 家抽，  家， 抽到死 没人管,1,-1
742,3404,3404,3598,12753,一只乌拉Wula,2022年01月15日 19:18  来自 iPhone,从 出来 时候，空气 飘   饭香，  好想有人做好饭等 回家哦,1,1
743,3405,3405,3599,12756,发财好运ovo,2022年01月15日 16:58  来自 iPhone客户端,小电锅 电磁炉 电饼铛 空气炸锅 小厨房建设成功,1,1
744,3409,3409,3604,12773,Cindy天蝎座B,2022年01月14日 22:28  来自 iPhone客户端,隔离第八天， 家上班工作时间比  还长，一天坐下来腰酸背痛脖子痛 需 呼吸新鲜空气 走动走动 晚上 行动路径   来回卧室客厅厨房阳台,1,-1
745,3412,3412,3607,12779,稳稳满满的深水小锦鲤,2022年01月14日 19:41  来自 iPhone客户端,湿身危险 ⚠️新冠“偏宠”潮湿环境， 分钟后仍有传染力 游泳爱好者emo  英国研究人员发现，新冠病毒 潮湿 环境中更容易繁殖 当干燥 环境会大幅度降低它们 感染力 例如， 湿度只有 %  中，病毒会  秒内失去 % 传染力，但 桑拿房 湿度高达 % 浴室中， 分钟后， % 病毒,1,-1
746,3415,3415,3610,12797,小奥是美少女,2022年01月14日 15:18  来自 iPhone客户端,太闷 想去全世界海边捡破烂可以呼吸新鲜 空气还可以游走,1,-1
747,3424,3424,3620,12835,·风兮·,2022年01月13日 18:06  来自 微博 HTML5 版,空气 新鲜，严重影响   效率，脑子缺氧 灵光,1,-1
748,3430,3430,3627,12850,马修今天犯懒了吗,2022年01月13日 12:04  来自 微博轻享版,小小  塞  个格子间 总  开窗通风 算 ，还总忘记开空气净化器 大家对 环境  求这么低吗？,1,-1
749,3433,3433,3630,12853,怎么被我迷住了呢,2022年01月13日 11:15  来自 iPhone客户端,每天 工作   这个 吸完二手烟之后换个 继续吸二手烟，给他们净化空气,1,-1
750,3445,3445,3642,12867,迪飞007,2022年01月12日 19:40  来自 iPhone客户端,感觉有点冷，可能 熬夜 缘故，中午回去睡到下午 点，来 继续做单，这种冷刚刚好，  走廊 窗边深呼吸，空气凉凉 ，进入鼻腔让人清爽，这 薄荷糖 那种清爽无法比拟 自然气息；同事 后面沙发睡觉，灯开 半边，有点昏暗，有点安静，人 有点昏噩，周遭仿佛只有电流 声音，窗外偶,1,1
751,3448,3448,3645,12875,一肉包包,2022年01月12日 14:10  来自 vivo X60 蔡司影像,冬天  空气  橙子味 🍊,1,1
752,3455,3455,3652,12887,佐_茫茫,2022年01月12日 10:29  来自 HUAWEI Mate 40 Pro,真冷 ， 大厅开 空调，开 暖气，空气 还 凉风,1,-1
753,3457,3457,3654,12889,·苒苒呐·,2022年01月12日 09:54  来自 OPPO Find X2 Pro,空调风特别大然后  觉得自己像空气炸锅  食材,1,-1
754,3460,3460,3657,12894,王钰Berylwang,2022年01月11日 23:39  来自 iPhone客户端,热 直犯困😅出来呼吸呼吸新鲜 冷空气立马精神 🎉认真工作呦,1,1
755,3464,3464,3661,12903,朱朱朱小陆,2022年01月11日 19:04  来自 Android,果然 外面 空气  甜,1,1
756,3469,3469,3667,12912,千里路23,2022年01月11日 15:04  来自 Samsung Galaxy S8+,沙河市白塔镇一企业无视大气污染橙色预警 露天堆放煤泥扬尘作业预警天，沙河大片煤泥堆 作业忙 经邢台市大气污染防治工作领导小组 研究决定，自       时启动Ⅱ级（橙色）应急响应 然而，  雾蒙蒙 空气 好 天气情况下，河北省沙河市白塔镇西赵村村东，邢峰公路路西有一家大型企,1,-1
757,3474,3474,3672,12922,小狗炒小猫,2022年01月11日 09:47  来自 iPhone客户端,这 空气中 咖啡浓度 闻闻 清醒,1,1
758,3476,3476,3674,12924,柒柒-s-,2022年01月11日 09:00  来自 Android,烦死 ， 开空调待久 头晕，开门通个风，还没两分钟新鲜空气 没进来门 被关 有这么冷吗？ 还 坐 靠门最前面 位子,1,-1
759,3480,3480,3678,12929,城镇之窗,2022年01月10日 21:45  来自 城镇之窗Android,网曝 沙河市白塔镇一企业无视大气污染橙色预警 露天堆放煤泥扬尘作业预警天，沙河大片煤泥堆 作业忙 经邢台市大气污染防治工作领导小组 研究决定，自       时启动Ⅱ级（橙色）应急响应 然而，  雾蒙蒙 空气 好 天气情况下，河北省沙河市白塔镇西赵村村东，邢峰公路路西有一家,1,-1
760,3492,3492,3691,12965,观视频,2022年01月10日 03:47  来自 荣耀 9X,邢台沙河一处楼盘存 安全隐患 邢台  近 ，细心 网友发现， 邢台沙河市赞善辖区 名叫江得.福玺城  建工地，有多名男子正站 上面热火朝天 施工，却防护网高于楼盘很多，站 上面，十分危险 “安全生产，文明施工” 这 为何却被熟视无睹呢 作为监管部门,1,-1
761,3495,3495,3694,12975,司马懿睡没有,2022年01月09日 20:31  来自 HUAWEI P40 5G,经历 最颠沛流离 一 ，迎来 一   第三次搬家 去 冬天开玩笑  精神北方人，冬天一定 呆 有暖气阳光充足 地方 今 超额完成目标，每天  穿 短袖热得头昏眼花 搬到胡同 住 半 ，自行车成 第一交通工具 有历史 地方随意转悠  快乐 ，甚至可以 零度 西海边,1,1
762,3497,3497,3696,12983,-云野-_,2022年01月09日 15:22  来自 荣耀8X,迪迪子测评—自然之门小型加湿器 太干 ， 闺蜜给 买 个小型加湿器  选择  自然之门墨绿款， . R使用方法 加入自来水 可，还有夜灯和七彩灯两个灯光使用感受 感觉确实有改善，周围空气 变得很温和湿润，最重   满满   爱建议 可以买给  女票或,1,-1
763,3516,3516,3715,13046,聚博润科技,2022年01月07日 15:38  来自 微博 weibo.com,人们生活水平 断提高  ，控制和降低生活环境中 甲醛及其他有害气体，已经成为 可忽视 一项重 工作，选择一种优质 祛除甲醛产品  人们十分关注 问题 用二氧化氯祛除空气中甲醛有明显 效果 由于甲醛 从家具 饰物中缓慢地释放出来，持续时间,1,-1
764,3519,3519,3719,13053,这饼好难啃,2022年01月07日 14:10  来自 三星Galaxy S9,被调到疫情防控办 空气流通 大好感觉被二手烟熏 一天后羽绒服   尼古丁,1,-1
765,3521,3521,3721,13063,画畫婳婳需要很多睡眠,2022年01月07日 09:56  来自 iPhone客户端,真特么绝  最近 们  搞装饰，有一面墙贴 好多图片和挂饰啥 ，巨臭胶水味，然后还新买 几张桌子椅子，现 整个 满满 甲醛 然后这种情况应该开窗通风 吧，但 坐窗边 人觉得开窗冷，把所有 窗关得严严实实  再加上 最近有几个感冒 ，整个空间充满 感冒病毒和甲醛，大,1,-1
766,3526,3526,3726,13078,IMcbc,2022年01月06日 20:59  来自 HUAWEI Mate 40 Pro,① 用   多 空气净化器报警 号滤网需 更换，打开后，what？ ②隔壁机器上硕大 标签 来，当 签收开用 同事 哪位？ 站出来， 保证 打死,1,-1
767,3529,3529,3729,13081,靠谱娜娜明bhybw,2022年01月06日 19:38  来自 iPhone客户端,空气真 好差，  头 裂开,1,-1
768,3530,3530,3731,13091,缜密的缜密泡泡,2022年01月06日 16:13  来自 iPhone X,有好心人给 们 捐赠 一台空气净化器,1,1
769,3532,3532,3734,13101,灯灯想想都开心,2022年01月06日 12:40  来自 iPhone,空气差 离谱，一进去待半个小时 能感觉到透 过气，咳嗽 断，气管炎加剧 最离谱  同  人 愿意开窗， 整个一呆住 还 多对出差好,1,-1
770,3534,3534,3737,13112,趴耳朵王兔兔,2022年01月06日 10:14  来自 vivo X50 Pro专业影像,自从买 空气炸锅，  烤箱至少有一 多没有用过啦感谢  🍋，让 又宠幸 烤箱一回,1,1
771,3554,3554,3759,13178,中医养生张聪,2022年01月29日 14:21  来自 vivo手机,高层建筑综合症 病症症状大楼综合 症状  头疼 头昏 恶心 疲劳 鼻窦堵塞 目赤喉燥 胸闷气短，还伴有呼吸紊乱和咳嗽气喘 换句话 ，它常常类似于 内空气短缺所引起 迹象或其他过敏 流感等病症 “大楼病综合症” 症状表现为眼睛刺痒发红 鼻塞流涕 咳嗽 头痛等，严重 还会出现眩,1,-1
772,3556,3556,3761,13194,方家华哥,2022年01月29日 09:59  来自 iPhone客户端,新添～小米空气净化器,1,1
773,3566,3566,3771,13211,杨民锋馒化修复,2022年01月28日 15:09  来自 iPhone客户端,长期开 暖气或空调，室内湿度低空气干燥， 断带走皮肤水分，导致面部皮肤干燥脱屑，严重 还会瘙痒 很多同学 意识到 这种情况， 自己  桌上配备 加湿器或者补水喷雾等，一觉得干 喷一喷 这个做法 可取 ，但 注意  ，每次若只补水 保湿，会让脸上 水分含量和空,1,-1
774,3568,3568,3773,13223,今天你吃车厘子了咩,2022年01月28日 09:52  来自 荣耀30 Pro 5G,笑死  因为禁止吸烟  太多人吸烟 躲 公司 吸烟区呼吸新鲜空气,1,1
775,3569,3569,3774,13227,爱吃巧克力逗逗,2022年01月28日 09:08  来自 iPhone客户端,搬 新大楼新 ，花 一周时间净化器终于从重度污染变到空气优墨墨真会送礼物,1,1
776,3570,3570,3775,13229,想喝火锅了,2022年01月28日 00:49,坐标南方， 感觉 白买 空气加湿器，看看哪天有空搬到 去算   因为 家 很少开空调,1,-1
777,3573,3573,3779,13251,fafahql,2022年01月27日 15:29  来自 iPhone客户端,空气 流通 感冒后感觉无法呼吸😷,1,-1
778,3575,3575,3781,13256,echohuihui213,2022年01月27日 13:31  来自 HUAWEI Mate30 Pro 5G,一出太阳☀️  艳阳天，开车回来 憋 一头汗，冷空气 哪,1,1
779,3577,3577,3784,13260,FrankCritico_,2022年01月27日 11:35  来自 OnePlus 7 Pro,前上班最后一天，部门只剩  人没请假 ，这下  空气指标终于正常,1,1
780,3587,3587,3795,13288,梦在汉唐,2022年01月26日 17:41  来自 Redmi K40,司新  空气质量检测，哪位大神  ，这样 甲醛有没有问题？ 杭州,1,-1
781,3601,3601,3811,13324,Lucy-bb03,2022年11月30日 22:35  来自 iPhone客户端,去掉 后 人后 空气 清新啦,1,1
782,3605,3605,3816,13339,蜂蜜爱柚子ff,2022年11月30日 15:26  来自 vivo X27 4800万三摄,人太多 ，又 通风，头好晕 让领导花 批个空气净化器，可能吗？,1,-1
783,3606,3606,3817,13341,啃树皮的丹,2022年11月30日 15:01  来自 iPhone客户端,Cbw已经 家开空调  同事们    开空调  只有   开 大窗，穿 厚外套，呼吸新鲜空气,1,-1
784,3617,3617,3829,13360,Nwoodine,2022年11月29日 18:27  来自 iPhone客户端,每天回来衣服上 有烟味身上 烟味比空气  更让人恶心闻 一下差点yue出来但 们 没人抽烟去抽烟人  找资料 只两三分钟  可以浑身烟味,1,-1
785,3621,3621,3833,13365,爱吃辣的毛毛子,2022年11月29日 17:24  来自 iPhone客户端,空气干燥 冒火星子🌟,1,-1
